GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20USSRPER,G20USSDOSS,G20USSLHAZ,G20PSCRSHA,G20PSCDBRY,G20PSCLMEL,G20PSCRMCD,G20PSCDBLA,G20PSCLWIL
13131000C04,13,131,000C04,298,1269,7,321,1214,16,300,1190,32,294,1190,33
13131000C05,13,131,000C05,997.5,742.5,9.1,1003.3,696.3,27.2,982.3,678.1,34.4,968.1,688.1,29.3
13133000001,13,133,000001,1259.8,1469.3,27.4,1284.3,1406.6,43.1,1263.7,1379.2,72.4,1250,1375.3,61.7
13133000004,13,133,000004,614,673,9,609,649,21,594,623,39,587,625,33
13133000005,13,133,000005,336.9,366.8,2,334.9,350.8,8,327.9,342.9,13,325.9,343.9,12
13133000006,13,133,000006,141.1,126.2,2,144.1,119.2,2,140.1,120.1,5,139.1,119.1,6
13133000008,13,133,000008,4716,1429.2,50.2,4874.1,1214.7,77.5,4879.6,1099.3,123.8,4853.3,1102.4,103.7
13135000001,13,135,000001,2405,2782,80,2373,2741,131,2338,2618,212,2309,2661,171
13135000002,13,135,000002,539,2202,26,520,2164,71,523,2112,90,521,2123,61
13135000003,13,135,000003,1383.2,1965,49.7,1384.2,1921.2,81.5,1350.4,1855.6,137.2,1351.4,1859.6,116.3
13135000004,13,135,000004,554.9,688,26.2,554.1,660.6,51.4,546.1,622.2,65.6,543.1,646.3,46.5
13135000005,13,135,000005,1062,1041,36,1100,991,44,1081,934,91,1086,945,66
13135000006,13,135,000006,1101,1622,36,1075,1591,73,1032,1495,151,1043,1513,110
13135000007,13,135,000007,1479,2301,68,1548,2190,98,1542,2053,158,1535,2034,165
13135000008,13,135,000008,2324.9,1434.3,39,2372.9,1344.4,69,2335.9,1253.4,127.9,2324.9,1270.4,105
13135000009,13,135,000009,2851,1562,81,2893,1467,115,2887,1360,169,2869,1373,152
13135000010,13,135,000010,949,762,36,950,725,58,923,706,74,933,710,57
13135000011,13,135,000011,529,1033,16,524,1004,41,496,964,73,502,961,57
13135000012,13,135,000012,1005.6,2580.1,41.9,964.9,2548,69.8,951.9,2424.4,154.5,955.9,2417.5,109.7
13135000013,13,135,000013,1570,891,40,1639,790,57,1628,743,81,1623,742,82
13135000014,13,135,000014,1321,1396,51,1388,1310,68,1389,1210,121,1370,1229,105
13135000015,13,135,000015,941,1313,25,917,1258,68,923,1176,92,903,1180,70
13135000016,13,135,000016,1056,2428,30,1026,2380,90,1020,2310,122,1003,2328,99
13135000017,13,135,000017,230.6,679.7,8.5,215.8,671.2,22.3,205.1,643,41.6,197.5,651.1,29
13135000018,13,135,000018,943.7,2152.7,28.7,904.3,2108.9,84.1,874.8,2006.7,149.2,861.4,2038.8,101.5
13135000019,13,135,000019,682,1092,26,669,1065,42,681,1016,66,656,1037,58
13135000020,13,135,000020,360.3,1276,12,346.4,1235.2,52.7,324.5,1213.3,66.6,315.6,1218.2,59.7
13135000021,13,135,000021,532,1447,17,503,1414,63,488,1361,89,477,1359,72
13135000022,13,135,000022,741,889,19,793,813,47,791,764,67,782,768,62
13135000023,13,135,000023,327,935,15,300,910,47,283,872,66,266,878,52
13135000024,13,135,000024,1575.9,1366.3,46.1,1576.9,1295.4,90.5,1534.1,1257.4,122.9,1534.1,1262.5,111
13135000025,13,135,000025,2087,1854,74,2069,1765,147,2043,1681,201,2014,1678,202
13135000026,13,135,000026,1326,2110,51,1336,2059,73,1325,1931,149,1312,1965,120
13135000027,13,135,000027,1890.8,1633,36.3,1845.8,1609.8,81.5,1834.6,1516.4,130.8,1830.6,1527.4,107.7
13135000028,13,135,000028,2277,2139,66,2289,2066,102,2305,1939,168,2290,1951,148
13135000029,13,135,000029,639,531,25,641,497,46,638,469,58,633,464,58
13135000030,13,135,000030,667.7,1391.1,28.9,657.8,1362.3,59.7,656.8,1300.6,82.6,659.8,1308.6,57.7
13135000031,13,135,000031,1192,1058,31,1193,1005,82,1180,971,95,1148,980,104
13135000032,13,135,000032,896.3,1294.5,49,933.3,1233.4,73.1,934.3,1153.3,112.1,925.3,1165.3,98.1
13135000033,13,135,000033,789,767,24,803,733,34,810,671,65,793,687,57
13135000034,13,135,000034,565.5,875.5,28.1,544.5,869.5,49.1,538.5,822.4,63.2,525.4,832.4,49.1
13135000035,13,135,000035,1156.8,1622.7,29.7,1143.9,1562.3,71.4,1143,1493.9,109,1154.8,1494.8,91.2
13135000036,13,135,000036,1050.2,1302.4,45.4,1075.3,1244.8,72.7,1083.1,1153.2,110.1,1069,1171.2,96
13135000037,13,135,000037,262.9,965.3,19,250.6,934,52.2,256.3,880.9,83.5,248.7,903.6,62.6
13135000038,13,135,000038,407,971,24.4,399.8,935.6,44.5,393.5,902.1,66.2,389,902,54.3
13135000039,13,135,000039,3382.4,2051.2,67.9,3396.3,1941.3,125.8,3397.3,1819.5,181.8,3358.4,1850.5,170.8
13135000040,13,135,000040,1485,1980,42,1512,1901,75,1500,1769,157,1494,1787,135
13135000041,13,135,000041,1179,2998,46,1145,2945,96,1159,2878,127,1159,2869,113
13135000042,13,135,000042,1174,982,42,1164,951,75,1146,878,114,1152,888,93
13135000043,13,135,000043,342,1023,9,318,1018,26,309,965,64,294,974,51
13135000044,13,135,000044,642.2,2082.3,25,621.2,2047.2,66,607.2,1991.2,110,596.2,1993.2,92
13135000045,13,135,000045,793.6,1628.1,18.3,778.9,1593.6,56.1,786.8,1515.7,87.9,762.6,1537.6,66.3
13135000046,13,135,000046,754.5,658.5,18.1,748.5,641.2,38.3,735.5,602,57.4,740.5,597,55.4
13135000047,13,135,000047,1209,1133,25,1237,1062,54,1248,983,86,1236,1010,67
13135000048,13,135,000048,1148.2,1325.9,32.2,1152,1278.5,53.5,1138,1191,113.8,1131.9,1208.3,84.4
13135000049,13,135,000049,508.6,776.5,22.7,511.3,752,40,510.4,712.9,68.1,488.6,722,61.8
13135000050,13,135,000050,433,1151.3,20,425,1121.3,47.9,421,1074.4,59.9,422,1066.5,52.9
13135000051,13,135,000051,261,1181.9,14.8,258.1,1138.6,48.3,251.2,1116,61.1,251.2,1104.1,46.3
13135000052,13,135,000052,876.1,1008.2,31,882.1,956.2,64,896.1,896.2,86,882.1,906.2,77
13135000053,13,135,000053,715.5,1786.7,22.1,697.4,1732.4,65.3,686.4,1673,104.5,672.5,1700,78.4
13135000054,13,135,000054,2225,1595,69,2244,1499,135,2219,1407,185,2204,1426,165
13135000055,13,135,000055,1837.2,1474.8,62.2,1810.2,1423,109.4,1804.1,1338,157.2,1790.1,1349.1,146.9
13135000056,13,135,000056,680,887,31,713,829,58,699,793,84,680,802,71
13135000057,13,135,000057,1204,2076,39,1174,2014,95,1142,1925,163,1146,1941,129
13135000058,13,135,000058,481.7,1668.8,22.7,475.8,1608.7,61.1,446.3,1565.4,107.4,439.4,1576.2,87.7
13135000059,13,135,000059,446.1,2085.7,40.9,430.6,2039.8,77,440.1,1950.1,124.2,426.1,1985.2,90.8
13135000060,13,135,000060,602.1,2037.2,35.9,591.5,1977.1,82.4,568.2,1924.7,116.4,560.5,1921.8,104.7
13135000061,13,135,000061,793.4,860.9,19,793.4,842.9,37,813.3,785.9,46,800.3,786.9,46
13135000062,13,135,000062,1089,898,38,1167,815,49,1184,719,79,1183,738,60
13135000063,13,135,000063,1265,950,37,1385,835,40,1392,741,78,1384,750,74
13135000064,13,135,000064,531,1792.9,29.6,526,1745.5,63.3,531.9,1681.2,96.9,523.1,1703.8,64.4
13135000065,13,135,000065,447,768,10,430,749,29,423,698,62,409,721,39
13135000066,13,135,000066,482.9,1468.3,26.1,458.1,1448,49.2,431,1390.7,90.4,431.1,1393.7,65.4
13135000067,13,135,000067,1754,2112,42,1736,2052,80,1754,1930,138,1726,1969,114
13135000068,13,135,000068,1123,1606,41,1147,1565,50,1161,1449,113,1177,1467,71
13135000069,13,135,000069,943.8,1576.6,41.6,950.7,1516.2,75.3,930.9,1451.8,111.9,922,1453.8,104
13135000070,13,135,000070,1478,1443,59,1508,1371,84,1527,1260,129,1513,1264,124
13135000071,13,135,000071,681,2077,34,656,2040,60,649,1973,111,649,1988,80
13135000072,13,135,000072,474,2766,41,445,2687,113,423,2611,158,431,2631,110
13135000073,13,135,000073,649,972,26,683,919,39,663,877,70,664,895,51
13135000074,13,135,000074,196.5,950.8,10.2,178.7,931.2,36.4,170.4,902.9,54.9,172.2,913,35.8
13135000075,13,135,000075,663.4,3052.3,28,647.4,3002.4,67.9,651.4,2938.4,108.9,641.4,2958.4,71.9
13135000076,13,135,000076,648,2008,30,627,1995,55,637,1929,76,626,1946,53
13135000077,13,135,000077,1199,2571,42.4,1207.8,2494.2,90.7,1205.8,2361.2,150.8,1201.9,2393.7,116.3
13135000078,13,135,000078,1166,1697,41,1150,1645,78,1180,1571,90,1168,1583,82
13135000079,13,135,000079,970,1138,26,979,1076,75,977,1023,100,995,1010,85
13135000080,13,135,000080,1710,3086,53,1708,3029,86,1695,2899,148,1682,2920,119
13135000081,13,135,000081,1129.3,1846.9,43.1,1123.2,1786.7,84.3,1123.2,1717.4,118.4,1118.2,1731.4,97.3
13135000082,13,135,000082,965,2372,42,960,2291,111,963,2194,146,938,2218,128
13135000083,13,135,000083,1352.4,1654.9,51.9,1323.5,1630.9,87.8,1324.5,1524.1,141.7,1306.5,1538.1,117.8
13135000084,13,135,000084,563.3,1457,20,558.2,1413,57,532.2,1369.9,79,521.2,1369.9,69
13135000085,13,135,000085,1431.6,1695.1,52.1,1428.5,1635.1,99.2,1390.5,1552.9,148.3,1380.5,1558.9,135.2
13135000086,13,135,000086,421,1076,18,393,1043,49,370,1024,69,372,1033,43
13135000087,13,135,000087,758.5,1435.1,37.4,753.2,1370.7,69.8,709.8,1316.1,120.2,704.8,1330.3,95
13135000088,13,135,000088,620.5,2313.6,40,592.5,2279.5,80.1,598.5,2205.4,135.1,607.5,2219.5,96.1
13135000089,13,135,000089,1372.9,1238,52,1377.9,1183,96,1364.9,1108,133,1373.9,1108,122
13135000090,13,135,000090,792.8,1431.7,42.1,788.5,1393.8,76.6,776.8,1329.2,113.6,763.5,1355.1,92.3
13135000091,13,135,000091,1490.9,1945.2,52.5,1492.8,1879.7,81.9,1499.7,1784.7,126.3,1486.6,1815.9,104
13135000092,13,135,000092,988.7,1148.5,22,1025.7,1084.6,49.9,1028.7,1011.7,87.9,1020.7,1012.7,83.9
13135000093,13,135,000093,1533,1647,46,1576,1544,99,1603,1442,132,1598,1461,114
13135000094,13,135,000094,1128,831,31,1139,797,51,1143,744,83,1123,750,69
13135000095,13,135,000095,864,2855.8,46.8,828.3,2781.2,105.4,809.4,2670.7,164.1,806.4,2719.5,99.5
13135000096,13,135,000096,1137,1146,43,1147,1097,59,1126,1006,127,1112,1032,103
13135000097,13,135,000097,1671.1,2175.8,72.5,1666.1,2105.2,105.3,1672.1,1970.1,161.9,1654.2,1983,140.1
13135000098,13,135,000098,839.6,1268.4,35.4,842.4,1218.7,68.9,827.1,1151.6,99.6,826.1,1154.5,84.2
13135000099,13,135,000099,797.3,1249.6,44.7,773.5,1236.7,60.6,738.6,1157.2,121.3,736.7,1178.1,96.4
13135000100,13,135,000100,1719.6,1812.3,58.8,1755.5,1730.6,88.7,1758.5,1576,148.5,1758.5,1584,124.6
13135000101,13,135,000101,464,839.2,10.5,471.9,821.6,19.3,462.2,787.4,41.3,453.4,791.7,41.3
13135000102,13,135,000102,1372,943.9,22.7,1374.9,888.7,62.1,1379.8,819.6,80.9,1377.9,830.5,66.1
13135000103,13,135,000103,553.7,1527.3,37.1,547.5,1485.1,65.5,548.4,1421.7,95.8,555.4,1421.8,71.5
13135000104,13,135,000104,747,3370,25,710,3294,87,725,3216,132,719,3241,94
13135000105,13,135,000105,1568,1379,53,1555,1309,104,1539,1195,170,1542,1210,136
13135000106,13,135,000106,2097,2460,62.3,2137,2320.7,111,2143.9,2156.5,180.1,2132.7,2172.5,151.2
13135000107,13,135,000107,494.1,558.6,8.5,506.4,535.8,20.9,502.6,498.8,43.6,504.5,510.2,33.2
13135000108,13,135,000108,839,1425,28,819,1379,65,806,1335,82,795,1343,60
13135000109,13,135,000109,671,734,17,701,690,34,694,634,63,687,651,49
13135000110,13,135,000110,432.7,1054.6,22.8,421.9,1023.9,47.5,395.1,994.2,80.2,395.1,1000.1,58.4
13135000111,13,135,000111,913.1,1200.7,37.2,928.5,1136.3,61.1,918.6,1072.2,86.9,915.7,1091.7,66.5
13135000112,13,135,000112,1167.8,1273.7,33,1207.8,1211.8,55.9,1211.8,1135.9,99.9,1198.8,1146.8,83.9
13135000113,13,135,000113,420,665,19,402,660,33,382,636,45,389,630,36
13135000114,13,135,000114,1069,1711,54,1112,1619,95,1088,1517,161,1093,1536,110
13135000115,13,135,000115,1171,2161,35,1103,2138,85,1080,2038,146,1047,2066,109
13135000116,13,135,000116,766,1719,31,726,1708,56,695,1647,95,692,1638,75
13135000117,13,135,000117,514,1948,28,494,1895,84,464,1806,147,471,1836,105
13135000118,13,135,000118,604,746,18,585,728,38,598,662,61,593,679,42
13135000119,13,135,000119,1010.9,993.4,23.5,1016.6,959.2,53.1,1023.4,877.2,87.4,1003.5,883.8,85.8
13135000120,13,135,000120,319.5,558.5,16.9,323.5,535.5,31.9,316.6,524.6,39.8,308.6,534.6,23.9
13135000121,13,135,000121,1130,1509,35,1152,1454,63,1176,1312,125,1156,1325,119
13135000122,13,135,000122,717.8,3264.4,35.4,708.8,3204.9,84.7,701,3115.2,135,711.7,3120.6,102.6
13135000123,13,135,000123,371,1393,13,349,1364,48,344,1289,85,337,1298,74
13135000124,13,135,000124,520.6,1271,23.7,524.8,1229.8,47.4,514.8,1165.7,84.3,517.7,1179.2,58.8
13135000125,13,135,000125,856.9,708.7,27.5,938.4,624.3,33.4,941.3,562.4,61.8,939.4,571.3,54
13135000126,13,135,000126,1228,1041,36,1339,934,39,1346,840,79,1330,865,70
13135000127,13,135,000127,467,1054,14,462,1016,47,441,992,68,431,1006,51
13135000128,13,135,000128,887.4,1199.6,37.6,891.6,1148.3,74.1,891.9,1075.4,95.4,885.9,1091.5,84.8
13135000129,13,135,000129,2641,1560,73,2667,1475,117,2636,1385,170,2634,1397,150
13135000130,13,135,000130,2150,1627,53,2224,1523,73,2231,1368,150,2218,1400,131
13135000131,13,135,000131,1832,1541,50,1898,1441,73,1901,1332,128,1889,1341,123
13135000132,13,135,000132,1139,1327,39,1146,1294,49,1139,1203,99,1114,1230,80
13135000133,13,135,000133,1997.4,1577,44.9,1959.1,1527.8,113.2,1938.9,1459.5,153.9,1918.3,1481.2,138.7
13135000134,13,135,000134,966.7,2267.8,54,958,2218.7,89.6,952.2,2123.2,128.2,940.7,2142.5,94.4
13135000135,13,135,000135,1383,1014,28,1371,986,57,1352,915,96,1344,937,77
13135000136,13,135,000136,1566.5,1442.4,48,1529.5,1397.4,115,1562.5,1278.3,154,1540.5,1324.4,119
13135000137,13,135,000137,1911,1758,71,1936,1672,116,1915,1578,174,1920,1585,143
13135000138,13,135,000138,1825,1986,22,1866,1888,48,1868,1732,102,1856,1736,93
13135000139,13,135,000139,892,2690,35,845,2636,96,849,2520,142,810,2551,109
13135000140,13,135,000140,1938.5,1311.2,44.8,2015.9,1199.7,66.5,2027.2,1099.8,95.2,2005.6,1123.5,92
13135000141,13,135,000141,1316,891,32,1317,842,59,1305,776,91,1297,778,91
13135000142,13,135,000142,1153.4,1300.2,34.4,1184.5,1239.8,52,1188.7,1141.7,91.4,1177.8,1161.8,72.1
13135000143,13,135,000143,1258,2201,34,1268,2143,64,1297,2021,113,1276,2028,99
13135000144,13,135,000144,1114,3651.1,58,1065,3561.1,143,1066,3442.1,196,1048,3481.1,154
13135000145,13,135,000145,1327.2,3202.9,43.4,1321.1,3114.6,120.6,1332.8,3012.5,146.9,1315.8,3050.2,117.8
13135000146,13,135,000146,2260.2,3100.1,57.1,2244.1,3019.1,110.8,2242.3,2896.6,200.6,2219.9,2924.4,170.8
13135000147,13,135,000147,1408,2639,55,1390,2575,98,1365,2450,186,1351,2499,130
13135000148,13,135,000148,626,652,19,601,647,41,611,590,63,600,601,56
13135000149,13,135,000149,877,1033,32,895,978,56,903,915,77,898,922,60
13135000150,13,135,000150,318,1116,26,316,1076,66,308,1047,74,314,1051,59
13135000151,13,135,000151,1180.7,1080.6,23.8,1182.3,1042.3,54.1,1173,996.4,86.8,1171.9,996.6,80.5
13135000152,13,135,000152,1836,1793,58,1857,1728,101,1848,1633,146,1824,1671,122
13135000153,13,135,000153,608.4,993.1,27,592.4,957.1,56.9,580.4,909.2,85.9,576.4,901.2,86.9
13135000154,13,135,000154,1536.2,1150.1,37.1,1549.2,1102.9,63.2,1536.2,1030.7,103.3,1518.2,1057.8,87.2
13135000155,13,135,000155,1221.2,1661.6,49.4,1269.4,1576.6,75.2,1268.4,1484.3,122.8,1262.5,1501,104
13135000156,13,135,000156,960,2274,25,932,2232,77,924,2175,103,931,2185,79
13137000001,13,137,000001,5752,1177.1,93,5717.9,1079.2,181,5575,1002.1,253,5571,995.1,242
13137000002,13,137,000002,3292.9,867.8,52.7,3229,819.4,123.4,3199.7,743.4,141.3,3170,745.4,147.8
13137000003,13,137,000003,3067.3,516.8,36.6,2997,497,94.1,2942.5,439.6,133.7,2945.5,444.6,104
13137000004,13,137,000004,392.8,107.9,8.6,386.8,101.1,18.3,372.9,92.3,27.6,375.4,92.3,24.9
13137000005,13,137,000005,515.8,184.4,9.7,514.4,157.7,20.5,507.5,157.3,24.5,502.6,157.3,22.6
13137000006,13,137,000006,2499.3,438.6,22.3,2445.4,426.8,67.7,2398.2,383.6,92.6,2392.3,387.6,78.2
13137000007,13,137,000007,797.2,198,6.4,781.4,189.2,20.6,773.5,172.6,33.3,771.9,171.1,34.1
13139000001,13,139,000001,2852.5,1260.3,40.1,2878.9,1144.7,94,2833.9,1066.4,150.8,2830,1081.1,123.4
13139000002,13,139,000002,1219,987,41,1194,925,84,1196,859,130,1167,882,104
13139000003,13,139,000003,978,690,28,947,677,60,932,624,97,938,628,75
13139000004,13,139,000004,2300,720,42,2283,687,76,2251,623,129,2215,637,125
13139000005,13,139,000005,2418.5,799,52.9,2385.6,768,92.8,2361.7,686.2,150.7,2335.8,687.3,147.7
13139000006,13,139,000006,1742.2,696.4,51.2,1692,681.2,95.4,1697.9,618.9,126.6,1658.8,644.9,119.6
13139000007,13,139,000007,3120.9,1014.2,56.4,3106,937,96,3071.4,871.7,160.3,3040.7,874.7,150.4
13139000008,13,139,000008,2408.6,569.5,44.8,2372.7,534.7,90.6,2367.8,461,132.4,2365.8,464,111.5
13139000009,13,139,000009,2398,1005,55,2384,940,99,2351,862,161,2329,882,132
13139000010,13,139,000010,2695,1178,57,2651,1127,116,2617,1027,191,2590,1023,170
13139000011,13,139,000011,1787,1688,43,1732,1635,108,1700,1549,164,1688,1559,131
13139000012,13,139,000012,2119.7,668.8,51.8,2084.4,637.4,85.4,2068.5,594.9,112.6,2026.8,614.2,93.7
13139000013,13,139,000013,2213.8,371.5,19.3,2148.2,362.6,73,2152.1,334.7,70.8,2122.2,322.2,85.8
13139000014,13,139,000014,2425.3,280.7,38,2422.3,248.7,57.9,2383.3,222.8,80.9,2373.3,214.8,81.9
13139000015,13,139,000015,1863.2,250.8,32.9,1864.2,232.4,46.5,1840,196.6,62,1821.6,202.4,65.8
13139000016,13,139,000016,3389.5,798.6,68,3355.5,758.7,110,3315.6,694.7,159.9,3292.6,696.7,142.9
13139000017,13,139,000017,2224.4,585.9,47,2212.9,542.6,83.1,2186.7,494.4,122.3,2168.1,495.4,113.4
13139000018,13,139,000018,2113.7,564.7,29.3,2113.4,519.5,56.2,2077.7,473.3,97.3,2059.2,478.3,92
13139000019,13,139,000019,2256.9,633.9,35.2,2227.9,593.2,93.6,2246.5,516.3,122.7,2239.7,537.8,96.7
13139000020,13,139,000020,2357.9,757.5,54.7,2412.7,665.9,74.7,2428.6,563.4,122.4,2404.7,581.3,106.5
13139000021,13,139,000021,1689.7,1017.2,53,1698.7,938.3,102.9,1688.7,838.3,157.9,1704.7,839.3,131.9
13139000022,13,139,000022,272.6,1401.1,17.1,270.5,1335.1,42.1,251.4,1282,58.2,244.4,1299,41.2
13139000023,13,139,000023,1279.2,1292.1,52.9,1233.8,1243.6,103.1,1208.8,1153.8,172.4,1181.8,1182.1,136.8
13139000024,13,139,000024,950.3,751.6,36.9,969.2,708.7,49.9,960.3,628.9,98.8,972.2,637.8,71.9
13139000025,13,139,000025,552.1,349,23,565.5,323,26,565.9,296.5,37.7,569.4,301.5,32.5
13139000026,13,139,000026,529.3,91.1,5.6,517.4,93.9,12.6,504.7,85.5,21.7,505.4,79.9,19.6
13139000027,13,139,000027,2602,407,33,2620,359,52,2581,312,88,2558,326,84
13139000028,13,139,000028,5056,1834,94,5146,1634,151,5113,1485,254,5064,1502,238
13139000029,13,139,000029,1858.1,595.8,36.6,1844,559,74,1823.6,509.3,114.7,1804.3,517.3,102.6
13139000030,13,139,000030,2343.9,882,49.9,2327.5,840.7,98.8,2307,779.5,143.1,2287.5,787.4,134.1
13139000031,13,139,000031,2013.5,862.4,31.3,2037.8,804.6,58.6,2022.2,704.5,122.4,2007.8,720.6,100.4
1314100001A,13,141,00001A,400.8,373.8,3,392,353.2,16.6,384.2,353.1,16.7,375.4,350.2,15.7
1314100001B,13,141,00001B,43.4,227.8,1.4,48.5,213.3,3.6,47,209.7,2.2,44.1,210.4,2.2
1314100002A,13,141,00002A,146.3,471.1,5,146.4,454.1,14,138.3,439.1,13,141.3,438.1,8
1314100002B,13,141,00002B,48,314.6,0,46,309.7,2,43,304.7,4,41,297.7,4
1314100003A,13,141,00003A,34.4,183.4,0,37.2,165.7,3.7,31.6,171.3,5.6,28.9,163.8,8.4
1314100003B,13,141,00003B,113.2,468.6,5.6,118.1,448,14.4,108.6,430.6,16.8,106.4,428.9,13.8
1314100003C,13,141,00003C,128.5,87,1,126.5,85,2,130.4,79,2,121.6,81,2
1314100004A,13,141,00004A,115,561,1,124,540,6,109,517,10,102,509,7
1314100004B,13,141,00004B,93,192,2,96,188,3,92,184,4,91,183,5
1314100004C,13,141,00004C,29.3,87.5,2,31.3,84.4,0.1,28.2,86.2,1.1,24.2,85.2,3.1
13143000002,13,143,000002,3806.2,761.2,52.1,3739,727.2,122.2,3724.9,673.2,150.2,3662.8,711.2,135.2
13143000003,13,143,000003,1451.1,182.8,14,1400.1,178.9,40,1380.2,153.8,58.9,1352.2,174.8,48
13143000004,13,143,000004,637,62,5,621,59,22,609,61,16,595,69,19
13143000005,13,143,000005,1050,90,13,1020,103,24,1016,77,35,999,91,28
13143000006,13,143,000006,493,46,1,467,50,19,466,44,19,457,46,20
13143000007,13,143,000007,211.5,12.3,0,206.4,13.3,3.1,198.3,15.3,1.1,194.3,13.3,3.1
13143000008,13,143,000008,500,36,3,489,38,4,483,36,10,472,41,11
13143000009,13,143,000009,231,18,0,225,17,4,221,18,2,219,20,0
13143000010,13,143,000010,1095.8,166.8,10.9,1076,164.8,24.8,1063.1,159.8,28.8,1046.2,162.8,29.8
13143000011,13,143,000011,424.2,37.4,2,406.7,43.2,10.8,404.6,28.6,10.8,396.8,34.5,10.8
13143000012,13,143,000012,1723.2,300.5,20,1678.8,287.6,48.2,1627.8,265.3,64.2,1600.7,292.4,55.2
13143000013,13,143,000013,708,79,4,687,82,14,681,75,11,668,83,15
131450000CA,13,145,0000CA,1696,580,28,1687,545,42,1671,489,72,1656,487,58
131450000EL,13,145,0000EL,2326.9,1018.8,36,2324.9,976.8,68,2342.9,891.8,106.1,2307.8,918.8,89
131450000GM,13,145,0000GM,730,452,12,731,430,25,716,403,35,702,410,24
131450000HA,13,145,0000HA,1342,718,30,1330,693,55,1335,645,70,1315,649,63
131450000L9,13,145,0000L9,1556,458,23,1559,426,39,1558,386,60,1546,392,49
131450000MG,13,145,0000MG,1834.6,422.3,26.9,1828.6,404.4,39.8,1819.7,362.5,67.7,1805.7,366.5,47.8
131450000PV,13,145,0000PV,704,149,6,691,145,16,682,125,30,677,125,24
131450000SK,13,145,0000SK,429,255,6,437,241,8,432,221,19,425,229,17
131450000U9,13,145,0000U9,1086.9,211.2,10.1,1083.9,204.2,22.1,1070.8,178.1,40.2,1070.8,179.1,28.1
131450000VP,13,145,0000VP,422,179,2,418,166,7,404,168,14,402,162,8
131450000WA,13,145,0000WA,1392,731,17,1396,691,29,1377,656,58,1369,657,51
131450000WH,13,145,0000WH,800.5,283.5,18,793.5,270.5,32,788.5,253.4,42.1,790.5,251.4,29.1
13147000002,13,147,000002,3258.6,1451.1,45,3230.6,1347.1,102,3141.6,1287.1,125,3131.6,1272.1,97
13147000003,13,147,000003,1118,272,10,1094,253,24,1082,243,35,1071,243,30
13147000004,13,147,000004,499,345,5,503,319,13,474,318,19,478,307,9
13147000005,13,147,000005,1910.8,452.7,17,1897.8,420.8,36,1888.9,377.8,60,1853.9,377.8,57
13147000006,13,147,000006,816,180,9,816,166,7,788,159,17,776,158,18
13147000007,13,147,000007,1059.6,187.1,14,1043.6,180.1,21,1028.6,167.1,35,1013.6,174.1,28
13147000008,13,147,000008,802,269,6,792,251,15,766,244,29,750,236,28
13149000CEN,13,149,000CEN,1057,174.9,10.4,1039,170.2,26.4,1015.5,151.4,30.2,1005,153.4,31.1
13149000COO,13,149,000COO,382.2,36.8,4,379.3,34.8,6,365.3,37.8,9.9,358.4,39.8,8
13149000ENO,13,149,000ENO,709,94.1,8.6,689,90.8,19.6,673.5,83.6,28.8,660,88.6,19.9
13149000EPH,13,149,000EPH,852,82,7,840,79,14,806,78,24,792,75,25
13149000FRA,13,149,000FRA,1140.8,331.2,20,1104.7,326.2,36,1093.7,297.2,43,1065.6,300.2,45
13149000SOU,13,149,000SOU,375,105,1,361,101,11,357,94,12,356,94,8
13151000025,13,151,000025,1504.5,3274.2,66,1481.5,3216.2,121,1476.5,3128.2,185,1454.5,3160.2,142
13151000026,13,151,000026,2112,423,38,2073,427,53,2050,387,95,2019,386,91
13151000027,13,151,000027,2656.2,922.6,36.9,2617.3,910.6,84.7,2603.4,850.9,114.6,2579.5,855.8,101.6
13151000028,13,151,000028,592,3156.8,43.8,569.1,3047.4,127.3,565.1,3007.6,167.1,555.1,3029.5,114.4
13151000029,13,151,000029,2064,4666,74,2023,4587,128,2049,4468,212,2013,4532,152
13151000030,13,151,000030,1715.2,2074.4,43,1679.2,2040.4,95,1673.2,1983.4,124,1678.2,1963.4,107
13151000031,13,151,000031,1886.8,2955.6,67,1827.8,2921.6,119,1823.8,2818.6,179,1780.8,2850.6,158
13151000032,13,151,000032,775.9,3176.2,30.8,755.1,3131.5,62.5,766,3073,77.4,736.2,3069,68.5
13151000033,13,151,000033,591.6,3274,30.6,576.3,3203.2,68,550.5,3167.7,104.3,538,3166.8,87.1
13151000034,13,151,000034,922,3297.4,38.1,880,3266.2,81.4,900.1,3181.9,138.4,855.9,3226.9,99.4
13151000035,13,151,000035,499.3,1387.8,16.3,497.4,1356.3,28.7,495.4,1332.3,51.6,492.6,1322.8,45
13151000036,13,151,000036,1898,969,51,1889,943,63,1902,883,86,1883,890,74
13151000037,13,151,000037,1746,819.8,25.6,1749.8,770.4,50.4,1746.9,727.6,75,1736.5,725.8,71.2
13151000038,13,151,000038,931.8,2016,26.7,928.8,1969.2,58.7,918.9,1921,93.2,910.3,1927.9,67.2
13151000039,13,151,000039,695.7,3790.1,31.2,686.2,3676.1,106.7,671.3,3615.4,144.4,659.7,3612.5,127.5
13151000041,13,151,000041,942.6,1475.2,19.4,910.4,1432.8,62.8,899.1,1404.6,84,888,1404.5,72.8
13151000042,13,151,000042,1324,1958,35,1297,1922,70,1266,1870,116,1239,1884,97
