GEOID20,STATEFP,COUNTYFP,DISTRICT,G18GOVRHUT,G18GOVDHEN,G18GOVLWES,G18LTGRGRI,G18LTGDBLA,G18LTGLGIL,G18ATGRRUT,G18ATGDLEE,G18ATGLHIC,G18SOSRTHU,G18SOSDINM,G18SOSLOLS,G18TRERMIL,G18TRELEWA,G18AUDRLEA,G18AUDLDIN,G18LNDRLAN,G18LNDDWIL,G18LNDLCAM
05127000006,05,127,000006,64.8,5.31,11.2,71.9,8.31,1.1,73.69,5.52,2.1,73.79,4.21,3.31,73.9,7.42,73.9,7.31,72.69,7.42,1.21
05127000007,05,127,000007,104,7,5,102,10,4,97,14,5,92,15,9,99,17,101,14,96,17,3
05127000008,05,127,000008,228.27,35.84,14.78,222.55,41,10.31,220.34,47.2,9.36,209.26,54.3,6.28,231.79,35.93,229.02,37.75,205.05,56.25,11.52
05127000009,05,127,000009,196.09,33.01,9.01,187.09,42.01,6,187.09,42.01,7,177.09,50.01,8,188.09,45.01,197.09,32.01,168.08,52.01,12.01
05127000010,05,127,000010,204.02,41,7,192.02,45,9,183.02,56,8,177.02,59,12,198.02,48,204.02,42,170.02,65,10
05127000011,05,127,000011,198.94,21.04,18.17,204.68,24.87,7.65,199.9,29.65,8.61,197.03,32.52,6.7,210.42,22.96,215.2,19.13,192.25,31.56,12.43
05127000012,05,127,000012,161.88,30.99,13.36,159.79,36.47,6.42,155.79,38.03,8.88,157.81,41.44,5.41,171.13,29.14,174.05,25.29,153.87,41.45,5.43
05127000013,05,127,000013,80,14,7,78,17,5,77,14,9,78,18,4,81,19,83,16,75,22,3
05127000014,05,127,000014,62,5,4,60,7,2,57,9,3,58,8,3,62,7,62,6,56,8,5
05127000015,05,127,000015,43,10,3,45,9,1,40,12,3,46,10,0,48,7,47,7,40,12,3
05127000016,05,127,000016,37,3,4,38,3,3,40,4,0,37,4,2,40,2,40,2,38,3,1
05127000017,05,127,000017,27.23,10.31,0.01,27.23,10.32,0.01,28.16,9.37,0.01,27.23,10.32,0,28.17,5.64,28.16,5.65,26.28,11.27,0
05127000018,05,127,000018,105,18,4,101,16,8,102,21,4,101,16,8,101,21,102,21,92,24,7
05127000019,05,127,000019,31,2,1,31,5,0,29,6,1,30,4,2,30,4,32,2,28,8,0
05127000020,05,127,000020,161.92,28.99,17.99,163.92,33.98,9.99,166.92,33.98,8,163.92,36.98,8,161.92,42.98,167.92,35.98,156.92,38.98,10
05127000021,05,127,000021,110.46,24.03,2.01,108.43,26.04,2.02,103.44,29.05,3.01,97.42,33.06,3,106.45,26.04,114.46,18.03,102.42,30.06,2.01
05127000022,05,127,000022,88.27,11.69,3.82,86.46,14.46,1.92,86.41,14.53,1.93,87.3,13.6,1.94,91.17,7.88,87.43,11.61,83.58,17.34,1.92
05127000023,05,127,000023,47.17,9.81,2.91,48.12,10.52,1.72,48.12,9.99,2.26,47.11,11.53,1.72,51.09,7.43,51.93,5.52,45.8,11.77,1.72
05127000024,05,127,000024,116,16,7,118,13,6,114,16,8,115,17,5,122,13,123,12,113,19,5
05127000025,05,127,000025,47.77,12.69,3.99,47.77,14.68,1.99,47.84,11.63,3.99,46.77,16.68,0,50.83,11.36,46.84,13.35,42.72,20.73,1
05127000026,05,127,000026,91,14,10,88,22,5,83,24,6,85,22,7,92,20,97,17,81,25,9
05129000001,05,129,000001,283.5,44.86,14.32,281.59,49.64,6.68,283.5,44.86,9.55,277.77,49.64,10.5,294,36.27,294,38.18,269.18,51.55,13.36
05129000002,05,129,000002,291,57,20,291,62,11,287,66,13,272,71,14,293,45,302,39,271,70,15
05129000003,05,129,000003,288,34,13,295,30,7,283,45,8,284,41,5,307,22,301,25,275,41,10
05129000004,05,129,000004,71.57,29.1,11.64,78.15,29.1,4.1,75.59,28.29,4.4,72.07,31.66,2.64,75.59,27.26,75.51,24.04,64.29,31.89,5.28
05129000005,05,129,000005,160.91,13.39,9.11,160.91,13.4,8.07,162.93,14.41,5.05,159.82,14.46,7.07,162.96,15.35,167.94,13.35,156.83,15.44,9.09
05129000006,05,129,000006,159,26,10,154,24,14,153,31,10,143,33,15,154,36,155,33,151,30,10
05129000007,05,129,000007,124,34,6,126,33,3,131,28,1,124,33,3,128,24,127,25,122,32,4
05129000008,05,129,000008,140.31,26.13,6.05,148.34,20.13,3.02,146.32,23.12,2.02,144.31,25.14,2.01,159.32,9.12,158.32,12.11,146.28,22.14,2.02
05129000009,05,129,000009,69.31,25.16,5.09,66.35,25.3,4.06,73.09,25.3,2.13,66.28,27.29,3.99,72.4,19.32,73.23,18.42,67.31,24.4,4.95
05129000010,05,129,000010,153.1,23.27,8.73,150.2,30.05,4.85,153.1,28.12,4.84,143.42,31.99,5.81,153.1,25.21,154.08,25.2,144.38,32.96,4.85
05129000011,05,129,000011,42.17,15.95,3.95,41.16,17.8,2.96,41.39,17.82,2.9,40.2,18.83,2.03,45.1,14.8,43.28,15.68,41.16,18.73,2.07
05129000012,05,129,000012,201.61,60.96,7.06,204.51,59.35,5.56,199.63,59.28,9.53,199.29,59.53,5.64,208.16,40.68,215.2,30.78,194.77,60.69,6.8
05129000013,05,129,000013,92.45,27.59,7.27,95.82,27.59,1.88,93.42,27.4,5.54,88.99,30,3.32,93.42,24.46,92.5,23.69,80.85,32.74,6.65
05129000014,05,129,000014,152.35,32.63,11.03,152.32,36.74,6.91,152.32,39.53,4.16,150.07,40.64,5.09,155.38,31.52,157.34,30.49,146.11,42.62,6.09
05129000015,05,129,000015,284.46,74.59,24.86,284.48,75.58,18.89,288.44,78.57,12.93,268.56,87.52,17.9,294.41,69.62,295.41,67.63,267.56,84.54,22.87
051310001-A,05,131,0001-A,311,320,32,289,334,38,268,355,40,259,376,26,328,323,346,304,258,353,51
051310001-B,05,131,0001-B,134,78,4,122,79,16,123,84,8,117,92,8,135,79,136,76,119,82,14
051310001-C,05,131,0001-C,324,122,15,309,132,18,293,149,17,289,150,19,335,121,342,109,282,156,19
051310001-D,05,131,0001-D,458,126,18,446,133,21,424,156,21,417,161,21,477,117,488,105,415,156,23
051310001-E,05,131,0001-E,24,10,2,23,11,2,22,12,2,21,13,2,24,10,27,8,21,11,2
051310001-F,05,131,0001-F,128.64,75.04,7.8,121.81,77.96,9.75,111.09,89.66,7.8,113.04,86.73,9.75,133.51,70.16,137.41,63.34,114.99,83.81,10.72
051310001-G,05,131,0001-G,170,87,8,155,96,14,156,99,8,151,104,9,178,79,186,70,148,103,11
051310001-H,05,131,0001-H,237,207,23,211,220,34,210,231,24,200,239,25,248,207,261,194,199,232,32
051310001-I,05,131,0001-I,350,252,28,328,259,37,324,270,32,300,297,28,378,238,405,212,306,280,36
051310001-J,05,131,0001-J,16,7,5,18,4,6,18,5,5,17,6,5,19,8,19,9,16,7,5
051310001-K,05,131,0001-K,120,111,11,116,109,16,114,122,7,111,118,11,129,104,132,99,107,115,19
051310001-L,05,131,0001-L,216.36,136.96,19.2,204.19,141.04,26.25,201.91,157.34,13.2,192.96,154.27,22.25,234.49,131.84,244.59,122.66,192.01,152.19,24.28
051310001-M,05,131,0001-M,24,5,0,22,7,0,21,8,0,22,7,0,21,8,23,6,22,7,0
051310002-A,05,131,0002-A,201,257,22,185,270,25,188,276,15,177,282,20,220,245,231,226,172,285,23
051310002-B,05,131,0002-B,164,272,7,130,294,19,131,296,14,112,314,16,177,252,177,252,113,307,20
051310002-C,05,131,0002-C,78.49,74.3,9.17,79.35,77.1,5.53,70.19,85.29,6.47,74.62,75.39,10.13,83.99,71.58,82.24,75.16,71.91,81.67,9.21
051310002-D,05,131,0002-D,130,166,14,115,178,16,124,172,14,106,188,15,135,165,140,161,102,187,17
051310002-E,05,131,0002-E,201,192,11,183,208,15,177,217,11,169,224,12,228,166,234,159,172,218,16
051310002-F,05,131,0002-F,78.82,112.72,4.95,63.92,128.01,3.57,61.96,127.87,6.67,58.44,133.82,4.05,76.39,112.44,87.2,102.82,57.15,131.49,6.95
051310002-G,05,131,0002-G,87.47,80.95,5.98,78.18,87.64,7.79,77.3,87.03,9.08,75.51,89.42,9.37,94.06,73.95,96.55,71.66,74.61,89.03,9.28
051310002-H,05,131,0002-H,86,80,6,70,93,9,65,96,11,64,101,7,92,78,87,81,67,94,10
051310003-A,05,131,0003-A,171.3,118.52,21.91,165.32,125.49,19.92,165.32,130.47,15.93,163.33,129.47,17.93,190.22,118.52,186.24,122.5,158.35,133.45,17.93
051310003-B,05,131,0003-B,398.7,186.48,29.09,385.68,196.51,31.08,363.68,215.53,34.07,359.67,217.53,35.07,418.78,185.48,426.76,174.5,369.65,215.55,27.07
051310003-C,05,131,0003-C,146,50,9,140,56,10,134,61,11,129,64,10,147,58,152,50,129,67,11
051310003-D,05,131,0003-D,585.91,281.8,39.24,565.77,292.16,48.01,561.79,308.32,35.84,545.27,316.87,40.82,612.38,282.21,625.73,266.28,547.67,306.1,48.2
051310003-E,05,131,0003-E,644.12,214.38,25.57,612.65,229.13,44.25,592,263.55,27.54,592.99,263.55,30.49,663.79,216.35,657.89,220.28,581.19,270.43,30.49
051310003-F,05,131,0003-F,428,178,25,416,191,27,395,213,24,385,216,32,448,175,449,171,395,207,30
051310003-G,05,131,0003-G,635.51,191.68,29.39,621.81,200.79,30.9,605.95,222.41,28.67,596.42,228.83,27.99,670.79,168.83,689,149.15,596.88,221.37,26.19
051310003-H,05,131,0003-H,785.42,231.83,35.49,773.08,246.79,30.96,748.06,260.92,38.29,739.64,277.56,30.89,822.01,214.77,830.82,200.45,734.13,270.1,42.71
051310003-I,05,131,0003-I,92.66,20.91,6.05,88.34,26.1,4.34,85.71,31.29,2.63,84.84,31.3,1.77,95.27,23.48,96.15,21.74,81.37,31.3,2.64
051310003-J,05,131,0003-J,69.85,17.46,0,67.09,18.38,1.84,64.33,19.3,1.84,63.41,22.06,0.92,71.68,11.03,69.85,12.87,64.33,19.3,2.76
051310003-K,05,131,0003-K,43,11,1,38,16,1,39,15,1,38,17,0,45,10,42,13,36,18,1
051310003-L,05,131,0003-L,1.2,0.02,0,1.2,0.02,0,1.2,0.02,0,1.2,0.02,0,1.2,0.02,1.21,0.01,1.2,0.02,0
051310003-M,05,131,0003-M,18.04,3.48,0.32,17.8,3.72,0.39,17.2,4.02,0.59,17.03,4.14,0.56,18.32,3.28,18.63,2.95,16.78,4.21,0.71
051310003-N,05,131,0003-N,0.11,0.04,0,0.11,0.04,0,0.1,0.04,0,0.1,0.04,0,0.1,0.04,0.11,0.03,0.1,0.04,0
051310003-O,05,131,0003-O,482.28,67.97,8,470.29,79.97,7.01,460.33,89.94,6.99,448.35,95.91,9.01,495.25,58,493.23,60.01,460.31,86.95,8
051310004-A,05,131,0004-A,292,95,10,277,109,10,258,128,11,260,124,12,305,83,314,73,249,134,10
051310004-B,05,131,0004-B,381.85,166.94,13,359.86,187.93,15.99,342.87,203.92,16.99,326.88,211.92,21.99,384.85,163.94,398.85,150.94,323.88,204.92,28.99
051310004-C,05,131,0004-C,1042,469,52,1000,506,61,952,560,56,938,556,65,1079,464,1080,457,934,544,79
051310004-D,05,131,0004-D,658,199,21,627,220,28,609,238,32,590,253,28,685,183,688,175,584,250,36
051310004-E,05,131,0004-E,345.92,166.99,6.96,324.06,179.92,15.9,309.15,193.83,16.9,311.12,191.85,15.91,351.89,158.04,360.84,150.09,303.17,193.84,21.87
051310004-F,05,131,0004-F,249,101,14,233,116,15,231,116,17,224,126,13,265,92,276,78,220,124,17
051310004-G,05,131,0004-G,1029.93,315.67,46.95,983.98,348.64,54.94,956.01,383.6,46.95,916.05,420.56,46.95,1061.9,317.67,1068.89,308.68,946.02,382.6,49.95
051310004-H,05,131,0004-H,361.55,145.42,14.94,351.59,151.39,17.93,347.6,162.35,10.96,336.65,167.33,14.94,386.45,126.49,388.44,123.5,331.67,164.34,22.91
051310004-I,05,131,0004-I,306.27,117.14,10,295.27,125.14,12,281.27,139.14,12,280.13,139.28,14,329.41,100,325.41,103,275.13,142.28,12
051310004-J,05,131,0004-J,14.62,2.28,0.5,14.53,2.56,0.37,14.3,2.78,0.37,14.25,2.88,0.32,14.84,2.33,14.84,2.33,14.34,2.78,0.32
051310004-K,05,131,0004-K,558,166,19,535,178,26,506,211,23,505,210,27,582,150,583,150,504,205,27
051310004-L,05,131,0004-L,115.75,43.27,7.08,114.68,44.26,7.16,107.47,51.26,7.32,104.56,51.53,8.98,115.65,44.39,118.66,40.32,109.67,47.17,7.16
051310004-M,05,131,0004-M,32.18,8.25,0.35,30.79,9.53,0.46,29.63,9.99,1.05,30.21,9.76,0.58,32.41,7.43,32.88,7.2,29.74,9.99,1.05
051310004-N,05,131,0004-N,319.56,136.22,12,302.56,139.22,24,295.5,151.22,18,283.5,159.22,21,317.5,138.22,323.56,132.17,277.5,157.22,27
051310009-J,05,131,0009-J,142.55,48.58,10.53,140.49,54.44,7.68,135.6,59.26,7.74,134.71,61.15,6.74,147.34,49.45,147.39,49.43,136.57,59.26,6.79
051310009-L,05,131,0009-L,227.09,90.03,10,218.09,99.03,10,216.08,99.03,11,207.08,107.04,12,235.09,87.03,236.09,87.03,200.08,109.03,13
05131009-1A,05,131,009-1A,81.44,12.1,1.02,72.44,17.1,1.03,77.43,16.12,1.01,72.43,17.13,4.01,80.46,12.1,79.46,14.1,74.42,17.12,1.03
05131009-1B,05,131,009-1B,163.12,19.16,9.45,164.88,21.76,6.01,161.19,20.44,10.2,156.93,27.24,8.38,165.63,26.76,167.21,23.65,157.11,26.94,8.45
05131009-1C,05,131,009-1C,240.07,48.06,10.14,241.02,50.82,7.35,233.61,53.63,11.03,226.24,56.44,15.59,239.3,55.29,245.7,52.57,230.81,56.43,11.94
05131009-1D,05,131,009-1D,596.79,82.05,19.96,589.89,90.02,17.92,572.92,109.92,15.98,562.95,120.9,11.96,600.99,94.79,616.83,77.98,565.98,111.9,19.9
05131009-1E,05,131,009-1E,481.1,68.23,12.62,483.7,70.6,9.4,474,77,12.52,468.61,84.85,8.54,497.62,61.03,497.99,61.27,471.97,79.06,9.76
05131009-1F,05,131,009-1F,34.46,9.85,0,32.5,12.8,0,32.5,11.82,0.98,28.56,13.79,0.98,34.46,10.83,36.43,8.86,29.54,13.79,1.97
05131009-1G,05,131,009-1G,55.61,11.91,2.88,61.05,8.24,2.01,57.33,11.02,2.95,56.4,10.2,4.69,58.38,12.78,60.21,9.99,54.6,11.97,4.69
05131009-1H,05,131,009-1H,92.15,19.16,1.73,90.94,18.98,3.31,90.12,21.43,1.68,86.06,22.61,4.46,94.3,17.72,91.6,20.45,84.22,22.46,6.39
05131009-1I,05,131,009-1I,226.78,61.93,2.62,216.31,71.53,3.49,207.59,75.01,7.85,211.93,73.27,4.36,228.52,55.83,232.01,54.08,208.45,75.02,7.85
05131009-1K,05,131,009-1K,148.69,53.78,7.68,146.1,52.96,10.24,142.68,55.54,11.93,141.79,60.67,6.84,150.42,51.24,150.43,48.68,143.52,57.24,6.84
05131009-1M,05,131,009-1M,47.65,8.02,1.32,47.46,8.57,1.02,46.38,9.46,1.2,45.36,10.17,1.35,48.57,7.59,49.03,7.18,45.79,9.71,1.27
05131009-1N,05,131,009-1N,138.03,21.01,8,145.03,20.01,3,137.03,25.01,6,143.03,21.01,4,151.03,17.01,153.03,15.01,139.03,20.01,9
05131009-1O,05,131,009-1O,81.7,10.17,1,81.51,10.24,2.12,81.33,12.3,0.12,81.26,11.48,1.06,84.82,7.74,85.7,7.87,83.33,9.3,1.19
05131009-2A,05,131,009-2A,899,157.78,20.19,868.22,179.71,25.06,845.15,199.77,30.06,833.02,207.85,33.09,906.19,161.66,896.33,171.51,836.07,203.8,34.06
05131009-2B,05,131,009-2B,171.45,31.83,7.08,167.95,37.11,6.18,164.41,41.53,4.42,160.88,44.18,7.06,174.13,38,174.13,38,165.3,40.65,6.18
05131009-2C,05,131,009-2C,804.23,130.66,28.94,798.59,142.83,22.42,773.43,159.64,29.83,762.21,173.64,24.29,814.5,141.93,821.94,136.34,769.73,161.49,28.92
05131009-2D,05,131,009-2D,178.47,21.58,6.23,177.76,22.06,6.47,172.1,26.16,7.96,166.37,32.08,7.59,179.8,25.99,182.29,23.62,170.86,28.28,6.9
05131009-2E,05,131,009-2E,10.96,2.53,0.75,12.12,2,0.12,11.99,2.09,0.15,11.93,2.16,0.14,12.23,1.98,12.24,1.97,11.96,2.11,0.16
05131009-2F,05,131,009-2F,203.73,26.3,7.8,199.86,28.75,9.32,194.75,38.67,4.41,189.85,38.87,8.39,204.36,33.66,203.66,34.37,191.28,34.67,11.15
05131009-2G,05,131,009-2G,132.71,26.2,3.38,130.18,27.9,5.07,132.71,27.05,2.54,129.33,28.74,4.23,134.4,28.74,134.4,27.9,127.64,29.59,5.92
05131009-2H,05,131,009-2H,51.32,13.48,3.12,53.33,11.49,3.11,49.3,15.54,2.08,50.24,14.55,2.11,53.37,13.54,49.39,14.52,49.2,14.61,4.1
05131009-2I,05,131,009-2I,65.48,12.73,3.16,68.45,14.8,0.12,61.31,20.89,1.17,60.25,20.97,2.14,69.54,11.79,64.58,14.76,62.29,18.9,1.16
05131009-2J,05,131,009-2J,6.93,0,0,6.93,0,0,6.93,0,0,6.93,0,0,6.93,0,6.93,0,6.93,0,0
05131009-2K,05,131,009-2K,105,24,5,105,24,4,101,30,3,104,27,2,110,23,111,23,98,33,3
05131009-2L,05,131,009-2L,112,9,4,113,12,1,109,11,5,109,12,4,113,12,112,12,112,11,2
05131009-2M,05,131,009-2M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05131009-3A,05,131,009-3A,136.46,23.06,3.03,130.48,28.02,5.03,127.48,30.06,6,120.54,35.02,6.99,133.5,29.04,138.5,24.02,121.49,33.05,8
05131009-3B,05,131,009-3B,329.58,54.6,11.3,325.4,55.14,15.94,319.91,66.39,10.29,321.05,65.28,10.19,335.22,59.13,342.86,49.39,311.86,69.24,13.38
05131009-3C,05,131,009-3C,207.25,66.55,17.11,212.96,64.65,13.31,212.01,67.5,13.31,207.25,70.35,14.26,226.27,61.8,219.61,69.4,208.2,67.5,15.21
05131009-3D,05,131,009-3D,59.01,7.73,2.2,57.81,10.07,1.27,55.74,12.21,2.2,55.47,12.41,1.2,61.28,7.66,62.15,6.87,55.33,11.41,2.2
05131009-3E,05,131,009-3E,136.99,37.27,2.8,134.19,41.93,3.73,133.26,43.79,2.8,129.53,46.59,2.8,140.72,36.34,138.85,39.13,127.67,46.59,2.8
05131009-3F,05,131,009-3F,277.83,41.58,9.18,283.83,39.77,4.98,282.83,39.77,5.79,274.63,44.36,8.59,290.03,38.56,295.83,31.36,276.24,43.56,8.79
05131009-3G,05,131,009-3G,84.1,18.26,4.2,84.1,20.3,2.17,84.1,21.3,2.14,83.06,22.4,1.1,89.13,17.44,89.09,17.4,85.99,21.43,0.14
05131009-3H,05,131,009-3H,93.07,6.16,4.62,93.07,6.93,3.85,93.07,6.93,3.08,92.3,9.24,2.31,93.84,10,93.07,9.24,90.77,10.01,3.08
05131009-3I,05,131,009-3I,177.73,11.91,3.99,167.57,15.73,7.58,170.38,20.33,2.92,163.64,25.16,2.05,176.02,15.76,177.81,13.04,163.86,23.08,3.93
05131009-3J,05,131,009-3J,230.98,28.1,10.01,231.16,32.27,6.41,232.34,31.66,5.08,223.1,38.82,6.95,235.69,33.25,233.9,34.97,230.87,30.9,8.06
05131009-3K,05,131,009-3K,135.55,29.48,3.24,131.38,32.66,4.36,127.26,35.83,4.24,123.21,39.95,5.17,130.56,34.77,136.73,28.54,121.33,41.76,6.23
05131009-3L,05,131,009-3L,104.32,23.49,3.76,101.51,26.31,5.63,99.63,29.12,3.76,98.69,31,2.82,104.32,28.18,107.15,24.42,100.56,28.2,3.76
05131009-3M,05,131,009-3M,48,19,1,51,17,0,47,20,1,44,23,1,51,17,52,16,47,21,0
05131009-3N,05,131,009-3N,45,5,0,44,4,1,45,3,2,43,5,2,45,4,45,5,44,4,2
05131009-3O,05,131,009-3O,46.68,6.88,2.06,48.71,5.54,1.37,47.33,7.59,0.7,47.34,6.21,2.06,47.35,8.27,48.03,7.58,48.7,5.54,1.38
05131009-3P,05,131,009-3P,87.04,15.91,3.5,85.46,18.65,2.34,82.28,20.47,3.71,84.82,18.14,3.5,85.67,20.78,86,19.61,83.75,18.67,4.03
05131009-4A,05,131,009-4A,51.73,11.49,0.96,48.85,14.37,0.96,49.81,11.49,2.87,50.77,12.45,0.96,53.64,10.54,56.52,7.66,49.81,13.41,0.96
05131009-4B,05,131,009-4B,618.14,89.71,25.69,621.11,91.86,22.57,615.08,102.92,16.54,604.39,104.26,21.84,629.04,102.52,633.24,98.32,597.51,114.23,19.74
05131009-4C,05,131,009-4C,572.21,102.58,10.79,563.91,110.89,13.25,547.37,120.85,19.84,541.58,124.97,19.01,585.44,96,592.06,88.55,533.29,127.45,23.97
05131009-4D,05,131,009-4D,54,12,1,50,16,2,52,17,0,51,15,2,58,11,59,10,52,16,1
05131009-4E,05,131,009-4E,50,7,4,49,7,5,50,9,2,49,10,1,53,8,50,11,48,9,4
05131009-4F,05,131,009-4F,15,0,0,15,0,0,14,1,0,14,1,0,13,2,14,1,13,1,1
05131009-4G,05,131,009-4G,141.81,29.29,4.35,137.98,33.21,4.46,136.27,35.37,4.1,134.32,35.01,5.82,145.04,28.63,144.04,28.4,132.75,36.25,5.66
05131009-4H,05,131,009-4H,144.59,31.59,4.48,144.22,30.96,5.59,137.48,40.4,3.89,133.22,40.58,5.85,151.18,29.29,147.48,33.96,135.85,38.7,6.07
05131009-4I,05,131,009-4I,245.5,49.79,8.48,243.53,53.23,6.9,236.97,59.14,7.52,230.49,63.19,9.14,249.63,48.41,252.95,45.01,232.65,60.85,8.53
05131009-4J,05,131,009-4J,5.04,1.05,1.05,5.46,1.05,0.63,5.25,1.47,0.42,5.46,1.26,0.42,5.68,1.47,6.1,1.05,5.46,1.05,0.63
05131009-4K,05,131,009-4K,348.85,69.65,18.24,339.96,76.75,17.11,333.52,87.97,11.37,328.05,91.27,12.49,355.06,75.32,362.16,65.31,321.49,92,18.24
05131009-4L,05,131,009-4L,0.75,0.16,0.16,0.81,0.16,0.09,0.78,0.22,0.06,0.81,0.19,0.06,0.84,0.22,0.9,0.16,0.81,0.16,0.09
05131009-5A,05,131,009-5A,19.97,7.82,1.2,17.57,8.71,2.73,17.21,11.13,0.62,17.74,10.58,0.7,19.82,8.45,20.38,8.44,18.14,9.47,1.32
05131009-5B,05,131,009-5B,9.26,2.98,0.16,9.19,3.03,0.18,9.1,3.15,0.16,8.09,4.14,0.16,9.46,2.85,9.57,2.73,8.1,4.1,0.14
05131009-6A,05,131,009-6A,10.12,3.7,0.06,10.08,3.72,0.07,9.28,3.77,0.04,9.24,3.79,0.06,9.44,3.62,10.23,2.83,9.22,3.77,0.09
05131009-6B,05,131,009-6B,23,2.33,0.67,22.67,2.33,1,21.67,2.67,1.67,22,3.67,0.33,22.67,3,22.67,2.67,22.67,2,1
05131009-6C,05,131,009-6C,45.61,6.49,1.3,44.87,6.59,1.94,42.93,7.34,3.12,42.67,9.92,0.79,45.89,6.79,45.98,6.11,43.85,6.95,1.98
05133000001,05,133,000001,282.56,60.52,11.36,286.34,58.6,10.43,276.91,68.99,9.46,271.29,70.86,12.28,300.54,52,292.06,61.43,269.37,76.55,8.51
05133000002,05,133,000002,83,11.87,2.1,81.61,11.89,2.78,80.93,13.27,2.78,80.24,13.26,2.78,85.78,8.44,83.73,10.48,74.05,19.45,2.78
05133000003,05,133,000003,98,45,2,86,55,3,85,54,5,86,51,6,103,40,103,40,79,57,7
05133000004,05,133,000004,218.69,65.22,8.23,209.76,75.18,6.21,201.57,79.39,11.19,202.46,78.43,10.25,239.05,46.05,232.88,54.24,193.42,86.54,8.17
05133000006,05,133,000006,106.98,94.97,14.58,108.01,98.76,10.73,100.17,103.75,11.67,102.93,105.7,7.9,122.64,84.28,126.31,79.68,100.98,101.98,12.61
05133000007,05,133,000007,78.6,53.44,9.69,81.66,50.6,8.51,83.28,54.86,4.55,78.39,56.95,4.39,93.35,45.94,91.49,45.75,77.29,56.8,6.59
05133000008,05,133,000008,57,12,1,54,14,1,50,19,1,53,16,0,57,12,58,12,53,16,1
05133000011,05,133,000011,366.88,93.73,22.1,356.91,104.87,18.25,356.66,107.83,17.56,355.83,107.58,19.23,384.44,91.97,388.17,86.19,343.57,118.4,21.04
05133000013,05,133,000013,133.08,17.04,10,136.07,16.05,9,137.07,17.05,6,139.07,18.04,3.01,141.08,19.03,145.08,15.04,134.06,23.05,4.01
05133000015,05,133,000015,31.7,5.96,0.97,34.33,3.38,0.98,31.64,6.99,0.06,33.43,3.43,1.83,35.52,3.17,34.55,3.24,32.48,4.38,1.83
05133000017,05,133,000017,196.06,49.14,11,199.31,42.93,13.97,197.06,49.23,8.93,202.19,46.9,7.12,214.27,40.94,212.2,43.92,194.17,53.93,7.11
05133000020,05,133,000020,205,43,6,205,47,5,200,52,6,200,52,5,218,36,216,36,192,59,6
05133000022,05,133,000022,116.01,24.28,2.93,114.77,25.53,3.68,116.85,26.83,1.43,116.87,27.09,1.33,121.45,22.6,121.63,21.28,115.79,27.06,1.34
05133000023,05,133,000023,319.61,58.07,6.37,323.36,58.07,4.49,309.24,73.31,3.49,310.12,72.31,3.49,338.1,45.46,332.73,50.83,301.03,72.41,11.49
05133000026,05,133,000026,49.19,9.28,0.58,48.8,9.28,0.78,48.61,9.67,0.78,48.41,9.67,0.78,49.96,8.31,49.38,8.89,46.67,11.41,0.78
05133000027,05,133,000027,35.74,4.09,0.01,34.74,5.1,0,33.74,6.1,0,34.74,5.1,0,36.77,3.07,37.77,2.07,33.74,6.1,0
05133000028,05,133,000028,80.67,39.63,1.3,75.66,42.81,1.17,74.58,45.76,1.22,75.63,42.98,2.01,81.89,38.6,79.88,39.5,72.56,43.95,2.2
05135000001,05,135,000001,103,14,3,104,15,2,103,16,1,99,20,1,105,14,104,14,100,20,1
05135000002,05,135,000002,501.62,100.52,24.88,517.54,97.54,13.94,508.59,104.51,13.94,490.68,115.45,18.91,534.46,83.61,540.43,81.62,490.67,118.44,16.92
05135000003,05,135,000003,1093.7,325.24,52.07,1065.8,359.14,44.04,1038.8,382.17,50,1016.86,400.13,53.98,1129.92,330.01,1128.96,325.01,1016.81,400.18,52.99
05135000004,05,135,000004,66,13,1,68,11,0,65,14,1,64,15,1,71,9,68,10,59,20,0
05135000005,05,135,000005,109.59,10.02,2.99,111.58,10.02,1.01,108.62,12.98,1,113.48,10.06,0.05,113.53,10.05,114.52,8.08,108.58,13.99,1.02
05135000006,05,135,000006,345.91,100.45,9.69,313.17,119.66,20.17,313.82,123.89,15.4,306.07,133.82,15.25,344.81,110.18,352.67,98.28,294.8,141.02,20.22
05135000007,05,135,000007,353.59,86.35,17.82,362.29,83.56,10.93,354.36,91.47,10.94,353.29,91.55,10.96,382.12,68.73,382.14,70.66,353.3,93.49,9.98
05135000008,05,135,000008,79,21,5,78,22,4,79,23,3,75,25,4,79,23,79,23,67,31,7
05135000010,05,135,000010,104,17,2,103,18,1,102,19,2,102,19,1,104,19,103,18,100,21,3
05135000011,05,135,000011,151,14,6,147,21,4,146,22,3,139,27,6,148,23,148,22,138,27,6
05135000012,05,135,000012,51.06,12.28,2.08,51.08,14.33,1.03,52.08,13.36,1,48.06,14.39,3,57.11,9.25,57.14,9.28,49.06,15.33,2.06
05135000013,05,135,000013,36.94,9.72,2.92,37.92,11.67,0.97,37.92,12.64,0,36.94,13.61,0,38.89,8.75,39.86,9.72,36.94,11.67,1.94
05135000014,05,135,000014,10,3,0,10,3,0,10,3,0,10,3,0,8,3,10,2,9,4,0
05135000015,05,135,000015,43.08,4.02,1.01,42.07,5.03,1,39.07,6.03,3,35.07,11.03,2,41.07,7.03,40.07,8.03,35.07,11.03,2
