GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSRMCS,G18USSDSIN,G18USSGGRE,G18USSOWRI,G18GOVRDUC,G18GOVDGAR,G18GOVGTOR,G18GOVOWRI,G18SOSRGAY,G18SOSDHOB,G18SOSOWRI,G18ATGRBRN,G18ATGDCON,G18ATGOWRI,G18TRERYEE,G18TREDMAN,G18TREOWRI,G18SPIRRIG,G18SPIDHOF,G18SPIOWRI,G18MNIRHAR,G18MNIDPIE,G18MNIOWRI
04005000090,04,005,000090,105,854,51,0,202,747,51,0,128,875,1,142,857,3,136,865,0,142,857,0,139,858,1
04005000092,04,005,000092,567.11,575.07,38.98,1.95,640.23,504.88,37.04,2.92,592.45,563.38,5.85,612.92,542.91,2.92,620.72,528.3,0,568.09,583.85,2.92,570.04,556.56,0
04005000093,04,005,000093,65,454,13,0,128,382,16,0,68,455,0,82,439,1,94,428,0,80,442,0,72,446,1
04005000094,04,005,000094,37,351,13,0,89,293,20,0,53,345,1,67,329,0,62,337,1,54,345,1,58,342,0
04005000095,04,005,000095,219.5,1355.58,75.12,2,401.14,1176.94,73.16,0,223.8,1425.4,0,285.8,1356.38,0,274.88,1359.32,0,235.7,1403.52,0,245.76,1398.34,1
04005000097,04,005,000097,220.84,163.88,13.99,0,246.82,138.9,13.99,0,226.83,169.88,0,228.83,162.88,2,235.83,151.89,0,222.84,168.88,1,227.83,160.88,0
04005000098,04,005,000098,1006,425,44,4,1110,340,27,1,1026,434,0,1056,386,2,1057,368,1,995,438,1,1024,401,0
04005000099,04,005,000099,363.04,225.04,17.01,2,420.05,172.03,15,0,369.04,229.03,2,375.04,214.04,1,383.04,207.04,0,356.04,235.03,0,372.03,210.04,0
04007000001,04,007,000001,337.36,259.69,23.44,0,454.55,153.97,14.92,1,371.14,244.13,0.01,392.14,217.01,0.98,377.85,225.86,1,361.99,251.04,0,380.81,229.2,0.97
04007000002,04,007,000002,62,79,9,0,81,62,5,0,69,79,0,68,77,0,78,68,0,63,82,0,70,76,1
04007000003,04,007,000003,27,50,5,1,42,36,3,1,37,43,0,38,41,0,37,42,0,32,47,0,33,41,0
04007000004,04,007,000004,159,206,23,1,220,151,17,0,177,205,0,194,183,1,194,186,1,166,217,0,185,193,0
04007000006,04,007,000006,278.98,231.98,28,1,350.97,180.99,10,1,294.98,234.98,1,319.98,202.98,2,325.97,199.98,1,297.98,227.98,2,322.98,208.98,0
04007000007,04,007,000007,282.32,220.69,9.94,0,339.98,167.01,7.95,0,289.28,210.75,0.99,317.12,180.93,0.99,315.13,176.95,0,268.41,230.63,0,315.13,180.93,0
04007000008,04,007,000008,148,132,12,0,204,80,10,0,180,110,0,176,114,2,173,115,1,157,134,0,171,115,0
04007000009,04,007,000009,113,196,16,0,169,130,21,1,124,192,2,149,165,2,128,182,2,121,194,3,135,178,1
04007000010,04,007,000010,118.1,627.27,39.66,0.92,183.97,575.28,25.82,0,133.77,655.91,0,159.63,625.44,1.84,145.81,640.17,0.92,121.78,657.82,0.92,120.86,658.69,0
04007000011,04,007,000011,25.29,233.01,7.46,0.04,60.31,203.46,4.95,0,27.88,241.02,0,34.79,232.94,0.07,33.26,234.5,0.04,25.44,245.02,0.04,25.4,242.11,0
04007000012,04,007,000012,285.02,165.02,17,1,342.03,114.01,10,1,297.02,166.02,0,324.02,136.02,1,299.03,156.02,0,271.02,187.02,0,316.02,142.02,0
04007000013,04,007,000013,111.08,125.2,11.24,0,153.48,79.88,13.14,0.02,126.1,118.38,0.02,132.26,109.17,1.02,126.32,111.15,2.03,118.45,121.11,0.02,121.5,121.98,0
04007000014,04,007,000014,83.39,205.21,20.71,0,134.79,155.75,16.8,0.98,95.29,210.06,0.98,108.11,192.31,1.97,107.07,192.33,2.96,107.99,197.32,0.98,112.92,191.44,0
04007000015,04,007,000015,102,138,17,0,148,98,10,0,115,141,0,133,120,0,114,139,1,115,135,0,115,132,0
04007000016,04,007,000016,119,109,15,0,161,73,9,0,128,113,0,140,96,2,130,105,2,122,113,0,126,110,0
04007000017,04,007,000017,263.49,180.54,17.05,0,346.68,93.35,21.06,0,290.56,164.51,0,297.58,146.47,2,305.56,143.48,0.01,277.52,175.53,0,295.54,158.53,1
04007000018,04,007,000018,206.25,191.89,10.07,1,271.61,126.55,11.06,0,228.32,179.89,0,234.41,164.74,0.01,232.34,164.81,0,206.29,194.89,0,226.38,169.8,1.01
04007000023,04,007,000023,103.04,34.05,3,0,119.06,19.03,3,0,108.05,31.04,0,113.05,27.04,0,106.05,33.04,0,105.04,34.04,0,105.04,34.04,0
04007000024,04,007,000024,56.67,19.02,3.42,0,64.78,13.41,0.94,0,61.74,16.55,0,58.64,17.9,0.01,60.13,18.85,0,60.85,15.74,0,61.04,15.55,0.01
04007000025,04,007,000025,627,207,21,2,715,129,11,0,667,180,1,678,166,2,663,176,2,645,186,0,654,167,0
04007000026,04,007,000026,449.87,191.88,13.48,0.9,515.29,130.98,9.86,0,466.88,182.11,0,468.71,162.4,0.9,484.88,149.8,0,448.97,196.42,0.89,471.41,162.34,0
04007000027,04,007,000027,898,348,33,2,992,268,27,4,922,345,1,942,320,0,969,300,0,915,358,0,939,316,1
04007000028,04,007,000028,1329,584,43,2,1492,423,39,3,1369,572,0,1391,526,2,1456,469,2,1331,591,2,1387,505,0
04007000029,04,007,000029,455,251,26,1,544,183,6,1,483,236,2,492,223,4,501,217,1,471,253,3,495,223,1
04007000030,04,007,000030,467,226,24,1,528,174,18,1,464,246,2,483,217,1,505,201,0,472,245,0,498,209,0
04007000031,04,007,000031,379,169,18,0,422,126,19,0,385,173,0,395,156,1,407,148,0,377,180,0,391,155,0
04007000032,04,007,000032,590,272,38,2,681,202,22,0,623,271,1,636,254,1,650,240,0,597,294,0,618,251,0
04007000033,04,007,000033,778.09,346.12,37.28,6.02,883.54,261.83,21.18,2,830.47,326.9,2,842.61,307.64,1,872.98,270.22,3,795.08,355.13,1.01,839.57,301.51,0
04007000034,04,007,000034,1147.91,426.88,28.72,1.98,1297.46,293.17,18.82,0,1187.53,404.1,0,1201.39,376.36,0,1240.02,333.78,0,1146.92,427.87,0.99,1197.43,363.49,0
04007000035,04,007,000035,122,53,3,0,140,37,3,0,128,51,0,132,45,0,137,39,0,121,52,0,130,41,0
04007000036,04,007,000036,262,137,4,4,309,90,5,1,267,129,3,281,113,4,286,108,1,260,133,2,281,108,2
04007000037,04,007,000037,220.77,85.46,12.17,1.01,254.61,56.68,6.13,3,234.99,81.33,2,235.01,78.08,3.01,242.22,73.92,0,228.76,84.52,1.01,241.05,75.08,0
04007000038,04,007,000038,315,62,12,0,340,51,1,1,319,70,0,323,62,0,330,56,0,316,69,0,327,56,0
04007000039,04,007,000039,770.43,366.42,36.64,1.88,880.36,276.23,17.85,0.94,791.1,382.4,0,809.89,349.51,1.88,853.11,308.17,0,768.55,396.49,0,820.22,329.78,0
04007000040,04,007,000040,2.91,18.48,0.31,0,7.89,13.6,0.23,0,4.11,17.59,0,6.4,14.19,0.02,5.2,16.37,0,4,17.61,0,4.17,16.44,0.01
04007000051,04,007,000051,291,128,13,0,335,91,11,0,298,131,1,299,121,1,311,109,1,285,135,0,296,115,0
04007000054,04,007,000054,94.26,298,17.11,0,143.36,248.88,14.13,0,106.25,299.12,1,114.28,286.07,2,104.26,298.07,1.01,100.22,305.13,1.01,110.3,297.02,1.01
04009000001,04,009,000001,336.01,216.54,23.82,0.96,399.01,156.38,20.01,1.91,366.48,206.97,0.95,367.41,194.59,0.96,367.42,200.32,0,345.51,225.07,0.96,356.93,208.9,0.95
04009000002,04,009,000002,466.73,306.53,38.08,3.03,553.64,242.13,16.56,0.04,460.69,343.61,2.01,506.46,299.55,1.03,512.99,291.19,0,473.35,333.57,1.02,493.56,306.57,0.01
04009000003,04,009,000003,248.67,111.71,7.77,1.94,288.49,68,8.74,0.97,264.21,100.05,0,258.38,95.19,0.97,256.44,102.96,0,250.61,106.85,0.97,253.52,105.88,0
04009000004,04,009,000004,181,140,15,0,208,117,11,0,185,146,1,196,131,1,206,123,0,174,158,0,195,127,0
04009000005,04,009,000005,512.74,288.73,24.89,1,591.4,218.04,20.91,2.99,537.63,291.72,1,555.55,251.89,1.99,567.5,253.88,1,522.7,296.69,1,548.58,265.83,0
04009000006,04,009,000006,403.53,84.99,3.01,0.02,414.72,78.61,4,0.01,406.64,82.9,0,409.48,69.24,0.01,417.23,67.39,0,388,98.54,0.01,403.59,81.03,0
04009000007,04,009,000007,782.31,244.78,43.96,0,851.25,196.83,19.98,1,783.31,274.76,0,800.3,249.78,3,841.26,214.81,0,746.34,309.73,2,803.29,250.78,0
04009000008,04,009,000008,301.99,41.83,8.03,0,336.1,21.78,3.04,2,319.02,39.81,0,322.05,34.68,0,317.13,34.66,0,295.84,55.97,1,318.99,33.79,1
04009000009,04,009,000009,1073.15,270.47,54.27,3,1194.83,181.09,29.11,1,1107.41,277.44,1,1145.55,229.03,1,1139.44,235.21,2,1026.73,348.97,2.03,1122.14,239.45,1
04009000010,04,009,000010,145.61,27.18,6.8,0,161.15,18.44,0.97,0,152.41,27.18,0,155.32,22.33,0,146.58,30.09,0,141.73,34.95,0.97,145.61,29.12,0
04009000011,04,009,000011,57,509,17,0,120,424,33,1,52,521,1,73,497,3,68,501,0,44,523,2,51,519,4
04009000012,04,009,000012,27.9,13.95,2.99,0,30.88,11.96,1.99,0,27.9,16.94,0,27.9,15.94,0,29.89,11.96,0,28.89,14.94,0,26.9,13.95,0
04009000013,04,009,000013,102.1,10.9,0.99,0,105.07,8.92,0,0,97.14,10.9,0,99.12,11.89,0,101.1,9.91,0,100.11,10.9,0,99.12,10.9,0
04009000014,04,009,000014,162,52.81,7.08,0.04,181.84,34.09,7.9,0.09,163.4,59.36,0.04,164.44,50.81,0.04,170.43,49.07,0,173.42,45.22,3.04,148.99,49.47,0.04
04009000015,04,009,000015,505,386,35,2,614,279,33,1,532,389,1,557,355,2,548,354,1,520,390,3,529,372,3
04009000016,04,009,000016,35.39,213.14,13.12,1.98,60.75,186.79,14.02,0.01,41.35,220.13,0.99,42.39,217.1,0.01,53.44,206.05,0.02,33.2,227.22,0.99,38.34,221.02,0.01
04009000017,04,009,000017,181.89,59.8,8.29,0.66,196.22,46.64,5.98,0.17,181.4,65.62,0.16,187.72,57.62,0.34,192.9,52.12,0,177.52,66.17,0,186.47,56.86,0.17
04009000018,04,009,000018,555.73,167.62,12,1.99,599.63,123.74,14.96,2.99,566.69,172.63,0,579.66,145.71,2.99,583.68,147.67,0,548.72,184.62,1,591.62,138.73,1.99
04009000019,04,009,000019,409.06,118.79,21.75,3.35,450.89,77.8,20.08,0.84,416.59,127.99,0.84,433.32,102.89,1.67,434.16,105.4,0,412.41,125.48,0,421.61,119.62,0.84
04009000020,04,009,000020,332.3,88.09,15.01,2,362.33,65.06,9.01,1,345.3,86.1,1,345.3,82.09,0,348.31,78.08,0,334.32,93.07,1.01,349.27,82.08,0
04009000021,04,009,000021,45,12,2,1,49,10,1,0,48,12,0,43,11,1,48,11,0,45,12,0,45,13,0
04009000022,04,009,000022,8.28,5.27,2.26,0,10.53,4.51,0.75,0,9.78,6.02,0,9.03,6.77,0,10.53,5.27,0,9.78,5.27,0,9.78,6.02,0
04011000001,04,011,000001,47.26,15.4,1.46,0,51.76,11.28,0.71,0.21,46.79,16.49,0.27,48.85,14.1,0.24,48.75,13.51,0.12,43.97,17.55,0.18,46.59,14.69,0
04011000002,04,011,000002,25.43,3.51,0,0,28.06,0.88,0,0,25.43,3.51,0,28.06,0.88,0,26.31,0.88,0,23.68,5.26,0,24.55,1.75,0
04011000003,04,011,000003,160.83,272.37,19.91,0,187.73,238.53,18.88,2.99,158.86,286.29,0,166.8,269.41,2.97,163.89,276.28,0.99,149.91,287.28,1,155.92,282.26,0.99
04011000004,04,011,000004,149.64,182.45,11.06,1.94,194.32,140.75,11.9,0.02,163.33,173.82,0,166.72,168.3,0.99,159.5,181.41,0,152.43,186.68,0,166.39,173.55,0
04011000005,04,011,000005,308.37,192.12,20.6,0.01,343.76,157.66,11.87,2.93,310.36,202.87,0.97,314.38,195.8,0.03,329.7,180.59,0.01,304.41,202.96,1.94,321.02,186.37,0.01
04011000006,04,011,000006,84,57,7,0,92,52,4,0,87,60,0,90,58,0,89,58,0,87,60,0,89,59,0
04011000007,04,011,000007,272.3,163.67,23.55,0.05,323.85,116.07,15.82,0.97,278.47,170.23,0,297.94,139.08,0.99,278.37,169.46,0,271.41,178.32,0,291.15,160.54,0
04011000008,04,011,000008,389.93,164.74,25.25,3,440.49,121.23,17.17,4.01,389,179.81,0,403.21,161.47,1.01,400,161.8,1,369.92,195.9,1,387.14,167.71,3
04012000051,04,012,000051,701,652,56,2,869,493,47,0,743,644,4,776,593,3,815,551,3,713,659,3,738,641,3
04012000052,04,012,000052,40,110,7,1,68,83,5,0,48,107,0,52,102,1,57,99,0,42,112,0,51,105,0
04012000054,04,012,000054,801.66,252.21,27.36,1.03,910.02,164.99,21.24,2.01,825.92,260.11,1.01,845.13,220.8,3.03,841.19,222.68,0.01,817.67,250.19,0.02,820.89,238.81,2.01
04012000055,04,012,000055,246.1,65.03,14,0,281.11,41.02,4,0,260.1,62.03,0,260.1,56.02,1,258.1,61.02,0,254.1,64.03,2,259.1,62.02,1
04012000056,04,012,000056,61,33,4,1,75,19,3,2,66,26,2,71,23,2,72,20,2,67,28,2,69,24,2
04012000057,04,012,000057,434.69,154.63,18.16,1,506.91,92.46,8.11,0,451.81,145.62,0,465.78,126.6,3,463.79,131.62,0,440.76,151.68,3,455.81,130.6,0
04012000058,04,012,000058,458.64,180.23,44.03,1,560.75,116.14,20.01,0,484.66,190.21,1,507.68,158.19,0,491.68,166.19,0,468.65,193.22,1,484.67,170.19,1
04012000059,04,012,000059,44,13,1,0,52,7,0,0,41,15,0,45,13,0,47,10,0,44,12,0,47,11,0
04012000060,04,012,000060,161,44,8,1,168,35,10,0,159,51,0,163,46,0,165,42,0,159,47,0,165,40,1
04012000062,04,012,000062,118.9,31.97,3,0,135.89,19.98,0,0,117.9,35.97,0,128.9,23.98,0,120.9,28.98,0,120.9,30.97,0,123.9,28.98,0
04012000064,04,012,000064,210.67,77.15,16.81,0,239.35,53.41,10.88,0,223.52,75.17,0,222.54,71.21,0,223.52,73.19,0,217.59,81.1,0,223.52,71.21,0
04012ZZZZZZ,04,012,ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04013000001,04,013,000001,891,1209,84,8,1102,989,93,4,950,1199,4,1021,1125,4,1059,1079,1,893,1202,1,968,1104,2
04013000002,04,013,000002,1534.92,959.23,53.16,4.38,1716.43,772.74,58.64,2.66,1528.51,963.48,5.95,1608.24,874.93,3.7,1679.75,771.36,4.19,1453.17,1007.22,3.41,1544.94,828.18,7.47
04013000003,04,013,000003,166.5,1028.89,51.84,2.99,285.14,927.2,30.91,0,194.41,1023.91,1.99,214.35,1008.95,1,222.33,989.01,1,178.46,1036.87,1.99,199.4,992,1.99
04013000004,04,013,000004,755.31,590.48,33.07,3.96,875.98,471.67,23.15,0.04,785.25,560.68,1.03,806.83,540.09,0.06,827.07,499.91,1.03,752.32,574.61,0.01,785.07,517.79,5.95
04013000005,04,013,000005,2471,1807,64,8,2734,1535,54,8,2453,1744,3,2545,1659,4,2628,1503,2,2341,1815,3,2464,1576,4
04013000006,04,013,000006,595.98,479.14,31.1,0,753.79,330.32,24.11,0,635.14,464.05,0,650.3,438.84,1,669.34,410.76,2,620.01,452.07,1,629.17,414.85,1
04013000007,04,013,000007,152.99,59.74,9.04,0.01,165.27,54.47,3.05,0.01,161.03,61.69,0.01,167.04,53.66,0.01,168.09,51.6,1,157.96,63.71,0.01,166.97,53.63,0.01
04013000008,04,013,000008,1165.55,1670.89,46.66,3.97,1470.34,1327.38,55.6,1.99,1207.25,1609.33,0,1332.34,1470.34,1.99,1372.05,1388.93,0.99,1150.66,1608.34,2.98,1246.96,1449.49,1.99
04013000009,04,013,000009,600.75,775.17,43.8,2.21,728.91,640.26,43.93,1.29,615.4,767.03,3.15,645.48,735.95,7.11,676.27,692.49,1.04,574.27,793.17,1.14,620.1,711.66,0.2
04013000010,04,013,000010,736,1290,52,6,924,1074,58,7,806,1218,3,844,1173,2,881,1112,1,764,1229,1,809,1149,2
04013000011,04,013,000011,1596.62,2274.39,34.8,5.93,1927.62,1900.73,42.86,7.88,1622.66,2173.28,3.94,1795.58,1999.26,0.01,1899.42,1830.17,6.92,1564.78,2163.79,1.99,1713.89,1888.81,4
04013000012,04,013,000012,117,367,21,1,170,316,15,0,131,363,0,151,341,1,156,324,1,134,351,0,137,334,1
04013000013,04,013,000013,841.85,606.85,18.17,1.01,1039.65,395.98,29.15,0,877.13,568.54,1,904.45,536.06,0,905.63,523.8,0,845.86,578.47,2.01,895.15,499.85,0.01
04013000014,04,013,000014,391.3,322.94,18.28,1.75,436.25,277.14,16.06,2.92,397.04,320.7,0.26,405.8,304.63,1.29,401.94,302,1.03,382.7,325.73,0.39,391.92,306.52,0.27
04013000015,04,013,000015,535.31,321.54,21.2,0.88,623.65,238.51,16.78,2.65,553.86,306.52,0,571.53,274.72,1.77,588.32,264.12,0.88,535.31,310.94,0,560.93,271.19,0
04013000016,04,013,000016,301.69,606.47,29.2,1.17,371.42,538.69,22.95,0.12,310.42,598.51,0.11,325.9,572.73,1.22,346.01,554.29,0.08,284.78,604.94,0.18,301.92,571.21,0.19
04013000017,04,013,000017,541,664,27,1,637,564,23,4,556,655,0,605,600,1,631,563,2,550,645,5,587,578,2
04013000018,04,013,000018,585,648,26,0,672,564,27,1,598,642,0,616,618,2,653,582,1,573,631,1,596,591,4
04013000019,04,013,000019,609,866,37,2,762,711,35,1,627,844,1,663,800,2,705,745,3,615,831,4,659,764,6
04013000020,04,013,000020,1532,1327,42,1,1784,1065,38,5,1555,1265,3,1643,1173,0,1675,1088,1,1460,1290,2,1514,1149,5
04013000021,04,013,000021,1027,1063,41,2,1254,832,43,1,1082,1009,6,1126,958,7,1188,882,5,1035,1022,4,1092,931,2
04013000022,04,013,000022,493,376,29,3,621,239,42,0,547,342,1,569,311,6,565,316,1,545,336,2,550,326,1
04013000023,04,013,000023,789.67,615.88,31.75,2.19,939.96,460.99,38.56,3.15,819.81,588.72,2.02,869.74,531.96,2.11,882.84,504.56,2.07,787.67,600.73,1.1,814.82,517.68,4.14
04013000024,04,013,000024,1961,1350,88,4,2330,993,78,4,2001,1340,3,2108,1196,5,2176,1105,2,1885,1367,11,2024,1153,7
04013000025,04,013,000025,2006.93,1899.93,58.12,5.93,2321.42,1588.73,45.18,10.85,2032.93,1826.41,4.94,2121.37,1744.9,2.96,2223.95,1588.74,1.98,1945.81,1883.8,4.94,2037.97,1684,5.93
04013000026,04,013,000026,1793,847,45,1,1983,662,33,4,1793,835,0,1880,736,5,1911,681,1,1693,894,5,1778,760,0
04013000027,04,013,000027,833,1344,35,1,1029,1143,29,2,848,1303,5,936,1206,7,986,1123,3,791,1310,4,858,1174,3
04013000028,04,013,000028,494.55,1661.11,52.22,5.98,674.45,1465.4,62.03,5.97,522.52,1620.54,7.97,556.67,1589.31,6,626.95,1514.9,4.96,494.66,1654.21,4.98,522.59,1563.45,9.96
04013000029,04,013,000029,103.52,31.47,3.29,0.02,114.37,23.51,0.33,0.03,107.64,28.35,0.02,109.79,23.18,0.01,108.03,23.84,0.02,102.51,29.35,0.01,103.56,25.14,0.01
04013000030,04,013,000030,759.76,635.22,16.08,2.01,887.19,493.76,16.07,4.01,768.75,595.1,4.01,801.89,563.02,2.01,836.95,505.83,1,732.65,617.1,2,787.73,524.86,1
04013000031,04,013,000031,886,923,49,4,1031,775,52,1,905,908,0,963,847,3,997,786,1,856,931,2,919,837,2
04013000032,04,013,000032,938,770,37,0,1078,630,24,2,940,759,3,994,700,0,1024,642,0,880,772,3,933,681,2
04013000033,04,013,000033,820,804,45,1,1032,593,50,2,869,766,0,929,680,6,935,666,1,845,775,0,872,685,0
04013000034,04,013,000034,254.32,442.85,25.14,3.01,314.57,379.73,26.19,3.04,263.91,437.78,2.03,294.93,411.44,1.19,299.26,395.7,3.04,248.58,444.81,2.07,268.33,413.85,1.16
04013000035,04,013,000035,1162.41,850.4,36.42,0.98,1298.24,715.56,32.48,1.97,1189.97,813.98,0.98,1211.62,788.39,1.97,1238.2,732.29,1.97,1090.56,877.96,0.98,1164.38,759.85,4.92
04013000036,04,013,000036,1392.53,1373.58,25.01,1,1711.64,1061.47,13.01,2,1429.53,1278.55,2,1496.56,1213.51,1,1569.59,1081.48,0,1347.5,1283.56,2,1437.53,1123.5,5
04013000037,04,013,000037,161.91,566.41,29.97,3,241.82,478.52,31.96,3,183.88,553.43,1,187.88,544.45,2,194.88,530.45,2,168.9,564.42,2,166.91,542.43,2
04013000038,04,013,000038,1308,1174,96,3,1651,836,75,6,1400,1135,6,1466,1041,10,1489,994,6,1358,1130,7,1381,1055,8
04013000039,04,013,000039,679,1575,59,5,848,1398,51,1,700,1542,3,792,1431,4,837,1351,2,678,1511,7,733,1387,4
04013000040,04,013,000040,318.46,1326.45,63.3,1.95,445.07,1207.63,48.69,1.95,343.79,1327.42,3.9,378.85,1289.44,0.97,415.85,1236.85,1.95,331.13,1311.84,4.87,352.55,1268.99,4.87
04013000041,04,013,000041,634.6,862.69,19.15,1.99,763.59,716.83,26.02,1.01,648.38,847.71,3.96,699.42,786.79,2,739.42,728.77,0.01,628.27,835.81,1.03,675.19,750.94,4.99
04013000042,04,013,000042,1961.63,1948.95,74.39,3,2289.38,1622.16,59.38,5,2006.97,1894.82,3.98,2104.28,1790.27,0.02,2197.99,1653.52,5,1935,1914.6,5,2040.97,1698.57,5
04013000043,04,013,000043,1948.71,1365.54,46.46,1.01,2224.6,1081.66,45.45,1.01,1979.35,1304.12,2.01,2077.61,1211.72,6.04,2131.66,1107.42,2.01,1893.8,1320.22,3.01,1994.13,1149.59,6.01
04013000044,04,013,000044,520,591,26,3,590,516,19,6,546,568,2,562,554,0,599,503,0,509,576,0,542,523,2
04013000045,04,013,000045,737.2,992.1,19.94,1.46,919.35,803.12,13.62,0.4,758,946.99,1.16,825.24,873.92,1.7,875.11,797.36,0.13,727.41,932.22,2.36,769.74,855.18,1.3
04013000046,04,013,000046,106,268,16,2,143,234,13,0,122,258,0,126,254,0,139,239,0,113,262,1,129,245,0
04013000047,04,013,000047,76.37,504.5,23.94,2.92,134.09,450.53,19.08,1.03,97.88,495.86,2,114.58,478.17,0.11,104.47,483.29,1.99,87.88,501.8,2.04,89.22,497.01,1.01
04013000048,04,013,000048,754.92,875.29,15.87,1.67,931.14,689.89,9.19,1.67,760.78,834.36,0.84,837.6,747.52,2.5,897.72,673.2,0,729.89,827.67,0.84,793.33,729.15,0.84
04013000049,04,013,000049,1277.73,641.54,26.32,4.23,1410.2,498.38,28.83,2.04,1288.13,615.45,1.97,1305.87,577.65,4.97,1330.74,541.13,1,1240.27,624.92,1.95,1241.05,568.02,3.09
04013000050,04,013,000050,897.75,1533.53,118.4,14.92,1193.3,1266.83,91.54,4.97,981.32,1536.51,3.98,1062.94,1427.04,10.94,1112.7,1376.27,4.98,956.44,1517.6,5.97,1012.18,1442.94,8.96
04013000051,04,013,000051,1273.06,840.35,26.04,1.02,1544.45,560.99,34.96,2,1329,796.45,2.98,1375.1,736.2,3.99,1420.03,675.3,1.01,1279.99,801.36,0.03,1342.09,703.23,0
04013000052,04,013,000052,876.01,936.36,67.56,6.31,1052.74,766.26,67.61,1.21,925.12,925.17,1.08,957.05,890.33,1.36,971,838.71,2.21,877.91,934.26,3.11,909.12,855.2,3.3
04013000053,04,013,000053,667,487,50,5,814,360,30,3,709,476,1,746,430,5,738,429,1,682,479,3,713,432,1
04013000054,04,013,000054,513.25,301.12,16.53,0.97,616.51,197.85,12.67,0,522.07,298.14,0,547.37,265.04,0.01,564.78,237.88,0,521.95,279.72,0.97,534.66,247.54,0
04013000055,04,013,000055,1356,1717,108,6,1664,1421,96,3,1428,1682,1,1505,1594,3,1569,1497,7,1360,1669,3,1429,1531,10
04013000056,04,013,000056,975.45,922.03,54.88,6.1,1191.06,715.49,45.76,4.03,1018.78,892.68,1.03,1068.49,831.76,4.08,1093.78,783.32,2,977.15,905.85,2.03,996.13,841.54,3
04013000057,04,013,000057,870.24,588.45,25.48,0,1096.37,361.38,24.49,2.93,912.29,559.11,0.98,937.89,513.94,1.95,970.94,483.72,0.97,885.93,554.1,1.96,925.05,502.2,1.96
04013000058,04,013,000058,53.4,200.03,29.13,0,111.66,158.27,15.54,0,80.59,200.03,1.94,92.24,184.49,2.91,88.36,186.43,0.97,66.03,214.59,0,77.68,194.2,1.94
04013000059,04,013,000059,1118.91,800.23,28.9,5.78,1280.72,620.14,34.68,4.81,1137.23,756.9,0.96,1186.35,704.89,2.89,1238.32,617.29,2.89,1093.89,760.76,1.93,1121.82,679.86,5.78
04013000060,04,013,000060,1597,1081,21,3,1852,806,17,5,1624,1007,5,1661,962,1,1722,870,0,1554,1020,0,1596,915,3
04013000061,04,013,000061,2405.17,1510.43,67.53,1.99,2692.16,1239.33,48.66,0,2425.03,1460.78,1.99,2524.34,1365.45,0.99,2590.87,1234.36,0.99,2300.9,1525.33,1.99,2400.2,1311.82,1.99
04013000062,04,013,000062,422.42,380.09,36.33,1.04,516.46,294.1,25.33,2.07,456.72,361.9,2.11,463.02,351.69,2.07,478.89,329.83,2.03,441.72,371.07,1,449.78,345.95,1.04
04013000063,04,013,000063,478,797,46,6,620,655,43,5,500,792,2,545,730,7,566,699,3,489,767,7,517,723,4
04013000064,04,013,000064,1132,1255,68,1,1371,1017,58,2,1175,1228,6,1217,1173,7,1320,1051,6,1124,1216,7,1208,1081,6
04013000065,04,013,000065,51.73,43.92,3.9,0,67.35,28.3,2.93,0.98,61.49,37.09,0,63.44,37.09,0,69.3,28.3,0,61.49,37.09,0,62.46,35.14,0
04013000066,04,013,000066,699.13,665.42,32.73,0.99,801.28,557.32,30.74,1.98,715,646.57,2.98,746.73,613.85,2.98,787.39,547.41,0.99,666.41,669.38,0,714.01,589.06,1.98
04013000067,04,013,000067,127.52,92.58,10.17,1.98,157.95,71.03,5.18,0.99,141.32,84.75,0.01,138.54,84.5,1.04,137.81,86.11,0.01,136.2,88.72,1.97,137.34,87.36,0.01
04013000068,04,013,000068,271.44,1032.48,36.39,1.12,385.85,925.33,31.94,1.17,283.59,1008.65,5.1,317.36,983.46,6.18,316.83,960.1,6.09,281.9,1016.27,4.16,284.21,964.2,5.99
04013000069,04,013,000069,1282,1870,110,8,1652,1508,95,9,1351,1842,8,1447,1732,10,1529,1624,8,1290,1856,4,1346,1707,7
04013000070,04,013,000070,1178.46,895.51,12.91,0.99,1356.17,700.92,18.86,2.98,1188.38,850.83,1.99,1222.14,801.19,3.97,1278.73,726.73,0.99,1135.76,856.79,1.99,1195.33,752.54,3.97
04013000071,04,013,000071,517,1391,27,3,616,1276,33,5,511,1385,3,545,1343,0,626,1234,0,467,1397,5,538,1275,0
04013000072,04,013,000072,456,476,31,3,567,365,27,3,492,442,1,520,409,3,531,395,0,461,441,1,492,399,1
04013000073,04,013,000073,492.77,718.47,12.44,0,603.76,609.4,12.44,0.96,501.38,695.52,0,559.73,643.86,0,585.57,587.41,0.96,470.78,703.16,0.96,533.9,605.6,0.96
04013000074,04,013,000074,1066.91,862.67,48.63,5.84,1360.63,563.12,50.57,3.89,1153.47,798.48,2.92,1220.58,700.25,3.89,1203.07,704.14,5.84,1117.49,793.62,1.95,1181.68,678.86,4.86
04013000075,04,013,000075,47.62,268.36,10.16,0,66.93,248.1,12.11,0,49.69,267.39,1,57.71,260.32,1,58.86,256.12,0.01,46.65,264.37,0.01,49.67,260.22,0.01
