GEOID20,STATEFP,COUNTYFP,DISTRICT,G18SSCRJAC,G18SSCRANG,G18SSCDEAR,G18SACRHEA,G18SACDARR,G18SACRGRI,G18SACRRAY,G18SACDHAM,G18SACRKIT,G18SACDCOL,G18SACLMON
37159000033,37,159,000033,506,311,103,820,123,592,201,97,802,100,38
37159000034,37,159,000034,334.54,195.85,709.18,524.39,747.23,356.63,167.6,719.18,498.33,695.14,70.14
37159000035,37,159,000035,118,76,431,184,446,127,70,424,165,428,38
37159000036,37,159,000036,346.64,170.9,832.46,528.79,863.74,359.6,159.72,824.22,506.08,829.34,44.92
37159000038,37,159,000038,274.25,139.72,847.66,433.82,862.9,304.31,119.74,847.72,401.87,835.86,49.96
37159000039,37,159,000039,364.01,183.61,543.26,535.97,571.48,377.63,173.2,530.7,506.15,529.56,58.34
37159000040,37,159,000040,446.5,190.19,706.34,625.83,745.28,449.15,199.39,684.46,602.73,703.31,53.15
37159000041,37,159,000041,446.66,203.11,736.59,648.8,771.21,440.89,195.07,723.73,640.86,727.67,48.51
37159000042,37,159,000042,15,6,612,22,629,16,18,614,16,615,15
37159000044,37,159,000044,633,396.91,193.12,1041.9,205.23,801.25,231.65,177.02,1006.56,166.94,68.57
37159000045,37,159,000045,178.43,147.42,322.08,332.65,330.2,226.85,92.12,323.95,317.61,319.01,28.09
3715900005A,37,159,00005A,1020.04,516.02,530.01,1563.07,562.02,1145.05,376.02,514.01,1489.06,501.01,123
3715900014A,37,159,00014A,1002.46,508.62,567.6,1537.64,597.11,1101.82,386.62,543,1463.86,555.79,95.43
3715900019A,37,159,00019A,977.86,550.67,471.01,1538.49,486.94,1133.21,353.5,459.06,1483.72,454.08,83.65
37161000011,37,161,000011,1357,669,553,2012,578,1464,576,527,1945,523,103
37161000013,37,161,000013,771.85,356.34,806.75,1090.61,838.42,822.4,291,800.79,1058.88,817.54,53.57
37161000014,37,161,000014,477.59,235.92,437.17,689.1,454.52,499.18,204.17,431.11,646.81,429.33,59.52
37161000018,37,161,000018,556.98,253.75,347.97,804.47,353.18,572.25,242.34,333.99,769.24,318.94,69.42
37161000019,37,161,000019,447.12,268.48,200.42,705.61,209.41,526.01,193.57,197.42,685.66,199.4,27.96
37161000027,37,161,000027,869.03,369.16,631.57,1219.23,651.52,905.94,329.25,620.59,1169.34,607.62,79.82
37161000028,37,161,000028,393.7,165.77,225.49,551.38,236.57,439.76,124.71,222.42,531.24,214.42,36.31
37161000029,37,161,000029,416,216,297,631,301,473,166,283,613,285,32
37161000030,37,161,000030,571.45,294.28,678.31,845.88,701.16,635.19,236.52,666.42,805.15,657.44,80.43
37161000034,37,161,000034,394.37,209.18,136.31,598.53,144.33,463.41,139.14,138.31,573.51,129.31,34.03
3716100003A,37,161,00003A,678.41,301.7,184.29,966.03,197.34,729.47,248.6,172.27,928.91,174.26,52.18
3716100004A,37,161,00004A,605,321,290,914,307,693,229,291,895,285,40
3716100005A,37,161,00005A,553.81,365.87,321.89,910.68,327.89,646.78,284.9,306.89,881.69,310.89,52.98
3716100006A,37,161,00006A,650.77,252.67,586.47,875.39,612.52,666.94,247.49,577.47,838.3,568.44,81.16
3716100009A,37,161,00009A,852.95,517.55,274.45,1341.59,297.39,1026.34,338.24,266.46,1314.58,261.51,59.87
3716100010A,37,161,00010A,368.8,187.53,145.68,550.21,152.75,419.05,146.29,136.53,537.16,142.53,23.18
3716100016A,37,161,00016A,740.83,348.92,316.93,1073.75,331.92,801.81,285.93,312.93,1054.75,289.93,59.99
3716300AUTR,37,163,00AUTR,449,180,163,628,171,479,157,161,603,173,19
3716300CLCE,37,163,00CLCE,58.22,20.97,405.8,77.07,406.94,55.21,25.99,395.76,65.98,402.82,10.13
3716300CLEA,37,163,00CLEA,414,118,822,519,842,412,134,815,484,845,23
3716300CLEM,37,163,00CLEM,390.01,183,200.01,566.01,206,432.01,147,195,543.01,202,27
3716300CLNE,37,163,00CLNE,523,183,381,697,394,531,179,373,669,377,39
3716300CLSW,37,163,00CLSW,319,108,311,428,313,323,111,300,395,313,31
3716300CLWE,37,163,00CLWE,528.14,158.93,296.15,667.33,318.86,526.16,161.9,288.25,653.51,299.11,21.72
3716300GARL,37,163,00GARL,185,73,354,250,363,198,59,358,244,357,15
3716300GIDD,37,163,00GIDD,211.69,65.36,279,275.1,275.1,219.49,53.66,266.32,270.22,267.29,9.76
3716300HARR,37,163,00HARR,201.99,84.7,627.91,279.12,624.27,233.86,60.71,609.24,269.72,623.19,18.79
3716300HERR,37,163,00HERR,300,109,48,411,49,329,73,50,399,50,8
3716300INGO,37,163,00INGO,205,78,281,281,281,239,44,278,278,280,10
3716300KEEN,37,163,00KEEN,358,107,190,462,190,367,99,187,455,181,20
3716300KFRK,37,163,00KFRK,409,145,377,549,385,430,124,370,535,371,20
3716300LAKE,37,163,00LAKE,359.78,156.84,861.14,511.53,865.26,386.55,148.93,842.23,490.6,850.24,38.84
3716300MING,37,163,00MING,693,232,250,934,243,766,164,238,916,236,28
3716300NGRV,37,163,00NGRV,395.84,126.61,254.97,511.41,267.01,416.89,105.6,250.92,493.34,253,31.05
3716300PLVW,37,163,00PLVW,844.14,230.12,202.54,1076.2,208.55,902.83,181.36,193.6,1050.36,203.56,29.89
3716300ROSE,37,163,00ROSE,310.86,145.25,170.91,452.08,177.94,340.08,123.19,162.76,439.91,166.82,20.31
3716300ROWA,37,163,00ROWA,365.83,145.34,329.25,507.22,336.17,411.31,112.71,313.43,483.49,331.22,24.72
3716300SBRG,37,163,00SBRG,258,95,147,348,156,260,95,146,336,148,18
3716300TURK,37,163,00TURK,225.67,68.05,298.53,286.81,303.46,229.44,71.2,292.61,275.96,306.39,9.9
3716300WBRK,37,163,00WBRK,441.64,156.87,173.86,589.52,186.85,473.61,135.89,165.86,583.52,173.86,21.98
37165000003,37,165,000003,460.02,323.9,739.21,749.15,765.05,557.39,222.56,725.3,722.32,743.19,53.65
37165000004,37,165,000004,710,393,854,1029,914,754,345,845,1008,883,69
37165000007,37,165,000007,356,229,910,546,935,444,143,913,536,900,52
37165001-16,37,165,001-16,209,135,1072,318,1075,233,113,1066,303,1046,48
37165002-25,37,165,002-25,405,244,782,613,803,464,176,784,584,800,54
37165005-10,37,165,005-10,260.98,217.1,387.79,446.85,411.95,326.61,132.44,397.7,426.68,403.81,34.35
37165006-89,37,165,006-89,488.95,367.82,531.17,809.5,566.08,598.15,246.15,530.87,789.82,546.71,59.78
37167000003,37,167,000003,474,258,548,695,570,518,203,526,664,527,68
37167000007,37,167,000007,394.94,300.74,427.59,670.97,444.29,480.81,219.97,409.48,655.16,412.49,39.91
37167000008,37,167,000008,72.9,51.53,647.63,118.6,650.76,85.54,37.77,640.1,108.75,637.33,25.67
37167000010,37,167,000010,253.83,167.19,200.38,401.46,213.34,290.77,120.6,196.32,388.21,188.73,38.58
37167000011,37,167,000011,342,198,198,536,199,396,152,184,515,192,29
37167000013,37,167,000013,416.19,297.56,179.57,699.7,197.79,506.11,205.5,170.86,670.52,174.26,43.46
37167000014,37,167,000014,277.47,188.6,132.96,461.44,132.98,351.3,120.65,119.51,458.26,121.34,19.34
37167000015,37,167,000015,275.95,163.7,279.45,432.24,278.9,309.82,128.28,266.14,412.27,265.57,30.11
37167000016,37,167,000016,269.31,173.69,204.91,445.92,205.89,326.88,125.87,193.2,431.29,191.25,21.47
37167000017,37,167,000017,495.72,306.42,228.29,798.12,233.31,625.77,174.36,206.26,779.08,224.31,19.04
37167000018,37,167,000018,258.14,195.52,170.79,446.66,172.78,334.85,128.88,152.67,430.57,163.7,25.14
37167000019,37,167,000019,446.86,317.48,166.21,766.34,163.22,596.15,183.12,140.33,747.43,146.3,29.86
37167000020,37,167,000020,646,478,182,1130,176,821,294,168,1078,176,42
37167000021,37,167,000021,431,265,90,690,103,510,185,84,649,92,38
37167000022,37,167,000022,492,316,239,808,239,611,200,215,758,239,35
37167000023,37,167,000023,778.28,472.56,228.79,1235.85,235.78,930.13,328.69,195.82,1196.89,208.81,62.94
37167000024,37,167,000024,898.73,483.64,270.44,1385.34,269.46,1069.71,314.62,252.33,1337.14,264.31,54.35
37167000025,37,167,000025,837.92,467.24,255.57,1301.26,259.47,1011.55,287.76,235.08,1266.14,233.13,61.45
37167000026,37,167,000026,372,297,191,667,198,493,186,168,650,179,32
37167000027,37,167,000027,617,373,396,987,407,736,261,371,957,376,59
37167000028,37,167,000028,228.54,136.15,258.68,353.99,266.46,263.55,105.03,243.12,339.4,255.77,25.28
37167000212,37,167,000212,435,332,252,755,264,543,227,238,729,243,45
37169000001,37,169,000001,188.2,160.47,108.07,351.76,113.95,264.86,97.46,95.4,341.66,105.28,16.71
37169000002,37,169,000002,381.19,336.61,212.77,706.11,228.74,514.89,197.02,200.65,665.72,224.67,36.29
37169000003,37,169,000003,351.07,216.02,126.47,581.99,132.2,443.23,130.76,120.52,546.51,136.56,19.96
37169000004,37,169,000004,534.9,307.67,184.81,835.46,201.03,580.2,259.07,175.74,817.22,181.02,33.29
37169000007,37,169,000007,141.32,66.45,92.83,209.51,91.13,146.65,60.27,85.11,203.43,94.57,6.9
37169000008,37,169,000008,377.18,223.12,117.27,606.29,123.64,454.17,157.56,114.89,580.94,116.94,23.3
37169000009,37,169,000009,496.27,339.22,270.44,825.42,292.34,596.03,221.71,260.52,800.66,279.24,36.79
37169000010,37,169,000010,902,505,401,1391,447,989,411,396,1347,414,62
37169000011,37,169,000011,937.52,464.71,411.59,1410.1,420.73,992.79,422.43,386.44,1355.78,422.56,52.49
37169000012,37,169,000012,495,309,180,811,184,583,226,175,765,183,40
37169000013,37,169,000013,386.96,292.18,170.03,677.18,180.78,466.11,195.44,169.05,660.57,167.1,26.38
37169000014,37,169,000014,537,355,237,887,251,652,223,227,848,247,37
37169000015,37,169,000015,391.02,244.78,199.98,638.76,206.36,465.01,165.8,186.61,611.09,205.29,25.39
37169000017,37,169,000017,347.02,251.04,249.99,599.05,263.86,433.87,156.76,242.34,577.33,255.61,26.23
37169000020,37,169,000020,270.51,231.64,179.82,521.81,177.97,379.04,129.9,171.94,496.98,172.98,18.98
37169000506,37,169,000506,366.67,235.02,211.72,592.81,232.78,446.91,157.58,204.37,564.01,214.2,39.82
37169001618,37,169,001618,391.2,218.06,388.95,610.8,405.01,446.84,153.05,386.83,579.1,395.7,36.75
37169001819,37,169,001819,228.99,185.76,209.98,424.96,218.28,297.82,114.09,208.47,406.99,217.01,14.38
37171000001,37,171,000001,525.96,251.4,218.94,774.29,226.65,580.58,213.04,204.6,747.43,216.27,36.67
37171000004,37,171,000004,391.23,168.85,241.97,546.52,255.54,430.43,139.46,223.88,530.69,241.22,26.38
37171000005,37,171,000005,741.03,317.16,150.75,1036.66,172.29,803.68,246.68,151.73,1016.1,148.79,35.24
37171000009,37,171,000009,373.76,188.31,173.34,554.59,180.63,420.83,155.98,152.17,529.53,155.29,41.25
37171000010,37,171,000010,425.03,184.51,106.91,601.9,108.15,463.11,139.87,105.33,590.08,101.67,20.72
37171000011,37,171,000011,337.44,189.78,200.58,518.59,210.02,378.11,156.55,188.58,499.21,203.35,19.57
37171000012,37,171,000012,356.52,173,313.31,522.49,322.95,359.22,165.91,314.18,492.66,318.55,28.97
37171000013,37,171,000013,319.22,125.1,268.13,436.31,272.14,300.23,137.08,270.13,413.3,268.13,24.01
37171000015,37,171,000015,390.79,193.35,238.74,577.08,241.84,428.72,148.39,238.75,555.82,228.83,25.25
37171000016,37,171,000016,389.06,161.41,153.78,542.56,155.77,404.88,148.55,146.86,520.76,148.85,22.79
37171000017,37,171,000017,330.78,149.17,182.71,476.04,182.96,359.18,129.2,172.83,458.25,184.38,19.69
37171000018,37,171,000018,608.64,233.31,234.57,824.94,243.58,598.65,243.3,225.57,781.89,236.57,44.05
37171000019,37,171,000019,667.25,324.41,390.76,974.66,410.5,715.69,268.51,387.89,927.35,401.08,44.04
37171000022,37,171,000022,365.37,178.33,177.97,521.01,199.01,413.93,128.74,177.14,507.14,190.17,18.28
37171000023,37,171,000023,409.18,183.56,167.37,572.24,189.63,455.15,125.94,173.57,562.24,164.11,24.9
37171000024,37,171,000024,232.82,127.57,88.89,347.26,96.35,268.76,89.31,80.53,342.14,78.28,18.99
37171000025,37,171,000025,375.25,213.17,199.07,578.72,214.05,427.22,162.08,196.43,556.7,204.36,30.83
37171000026,37,171,000026,612.47,325.13,271.19,918.07,291.48,689.73,237.96,275.34,886.54,279.25,41.68
37171000027,37,171,000027,417.12,216.93,165.65,628.9,176.25,488.94,143.07,163.3,603.82,171.15,21.36
37171000028,37,171,000028,284.21,87.89,102,367.52,101.27,287.39,83.25,95.93,354.55,97.45,15.22
37171000029,37,171,000029,629.31,308.02,423.59,925.56,422.94,663.26,284.9,397.15,871.69,409.63,61.19
37171000030,37,171,000030,923.66,463.05,747.04,1349.18,781.01,989.89,395.65,733.23,1310.26,723.58,85.67
37171000031,37,171,000031,730.19,254.38,539.07,954.79,565.07,705.55,275.51,529.44,921.64,550.4,38.46
37171000032,37,171,000032,907.22,352.58,451.45,1231.97,474.33,943.05,320.81,433.48,1217.01,446.44,40.87
37173000BC1,37,173,000BC1,603.7,435.96,631.37,973.26,687.95,623.67,382.95,599.67,913.22,633.25,87.64
37173000BC2,37,173,000BC2,314.25,233,390.1,501.51,426.12,324.04,188.81,384.73,491.52,377.49,48.81
3717300WHCH,37,173,00WHCH,294.53,205.38,620.65,461.39,652.71,293.65,189.04,584.91,423.71,581.1,86.43
37173ALARKA,37,173,ALARKA,159.49,106.64,182.93,245.59,198.58,168.28,95.87,171.21,238.73,187.83,15.66
37173ALMOND,37,173,ALMOND,303.25,185.64,296.75,468,318.64,307.66,161.96,298.1,438.18,304.8,42.24
371750000B1,37,175,0000B1,327.89,119.59,681.68,418.58,704.61,285.03,155.47,676.7,395.66,670.72,53.82
371750000B2,37,175,0000B2,242,111,529,330,551,235,116,521,311,533,31
371750000B3,37,175,0000B3,447,140,664,562,681,392,198,644,539,636,64
371750000B4,37,175,0000B4,324,87,590,379,616,279,131,576,367,585,39
371750000BD,37,175,0000BD,685.85,272.45,532.63,924.27,562.66,654.95,307.37,513.6,887.24,525.61,71.08
371750000CC,37,175,0000CC,735.65,241.23,443.58,925.04,488.44,643.94,324.96,436.6,907.1,454.55,50.84
371750000CM,37,175,0000CM,210.21,76.08,249.09,277.28,260.1,201.23,86.06,248.09,261.28,250.09,24.01
371750000DR,37,175,0000DR,694.7,182.6,810.67,845.16,826.79,591.48,304.79,765.65,814.07,801.64,55.22
371750000EF,37,175,0000EF,304,91,261,376,276,261,130,257,360,254,35
371750000LR,37,175,0000LR,490.98,191.99,352.99,659.98,376.99,478.98,198.99,352.99,637.98,349.99,45
371750000PF,37,175,0000PF,332.21,124.7,260.38,435.96,273.35,335.2,121.71,252.4,429.98,257.39,24.94
371750000RE,37,175,0000RE,611.76,226.58,239.06,815.22,261.17,607.54,228.78,234.05,798.18,238.09,41.12
371750000WC,37,175,0000WC,501,177,486,646,515,475,206,473,627,488,41
37175000TC1,37,175,000TC1,296,120,79,410,88,317,99,79,404,81,11
37175000TC7,37,175,000TC7,530,205,255,715,272,506,217,249,688,251,46
37177000001,37,177,000001,7,10,97,13,100,11,7,95,13,100,1
37177000002,37,177,000002,195.86,130.63,220.5,307.94,233.68,251.38,78.76,213.04,293.36,228.65,21.69
37177000003,37,177,000003,110.49,74.05,120.25,171.45,126.32,142.69,41.56,115.92,166.37,123.13,12.7
37177000014,37,177,000014,12.17,19.33,6.19,31.27,6.19,27.77,3.71,5.1,26.23,6.18,4.19
37177000015,37,177,000015,78.03,33.66,123.04,115.34,116.79,95.85,26.62,113.81,111.69,119.13,4.65
37177000016,37,177,000016,7.39,7.68,5.79,13.05,7.78,12.54,2.62,5.7,13.02,6.71,1.13
37179000001,37,179,000001,72.86,44.43,284.73,115.27,286.75,79.94,41.36,276.71,109.21,268.71,21.1
37179000002,37,179,000002,240.85,103.63,576.05,330.03,582.26,233.62,112.53,558.24,323.83,559.95,31.67
37179000003,37,179,000003,189.72,74.3,308.44,251.02,320.45,192.76,58.25,303.41,243.98,302.42,20.06
37179000004,37,179,000004,62.36,45.53,470.16,99.97,478.07,72.26,36.62,469.17,96.01,467.19,13.86
37179000005,37,179,000005,698,277,634,954,650,703,265,617,913,614,69
37179000006,37,179,000006,549,237,223,785,220,613,165,216,761,219,23
37179000007,37,179,000007,819.15,320.37,682.95,1128.97,687.74,837.38,294.47,663.76,1077.17,657.05,86.33
37179000008,37,179,000008,341.69,190.27,823.45,520.52,820.76,367.38,168.01,802.21,493.97,792.96,58.16
37179000009,37,179,000009,174.3,68.93,425.75,238.3,425.76,172.37,69.87,420.83,225.52,426.73,14.76
37179000010,37,179,000010,138.27,69.12,420.71,200.31,433.77,158.63,51.79,420.61,182.98,417.58,30.51
37179000011,37,179,000011,907.72,419.44,192.21,1327.15,199.22,1107.87,221.31,177.18,1295.11,179.19,44.06
37179000012,37,179,000012,911.38,420.89,192.11,1324.19,206.29,1068.06,259.08,169.61,1288.34,186.64,50.47
37179000013,37,179,000013,1018,413,199,1414,216,1123,281,196,1383,193,54
37179000014,37,179,000014,351.59,152.68,297.44,497.85,301.31,384.16,136.19,273.77,472.01,283.75,41.05
37179000015,37,179,000015,1025.7,336.72,1006.94,1337.83,1021.28,950.7,429.79,954.6,1253.64,969.19,128.4
37179000016,37,179,000016,1276.85,491.64,1029.86,1732.33,1049.96,1221.91,536.61,987.72,1637.03,970.76,166.51
37179000018,37,179,000018,947,288,548,1220,563,899,334,522,1169,529,88
37179000019,37,179,000019,1533,562,1081,2038,1132,1480,590,1057,1935,1068,165
37179000021,37,179,000021,769,326,298,1086,315,845,239,288,1053,287,59
37179000022,37,179,000022,1030.62,277.06,298.67,1294.9,315.38,1004.09,297.69,285.9,1241.85,289.83,74.67
37179000023,37,179,000023,618.28,257.7,378.56,872.98,383.55,656.24,213.75,352.59,839.02,362.58,48.94
37179000024,37,179,000024,703,301,283,1002,280,792,220,258,985,263,36
37179000025,37,179,000025,541.31,246.73,249.55,781.48,254.24,627.62,166.99,230.79,758.03,242.04,32.84
37179000026,37,179,000026,540,254,217,801,212,650,153,199,780,206,28
37179000027,37,179,000027,544.2,263.34,225.88,799.52,225.88,603.75,186.9,215.86,798.3,209.01,24.09
37179000030,37,179,000030,1037.51,483.71,929.91,1492.59,959.52,1118.45,392.89,904.24,1450.14,912.14,93.78
37179000031,37,179,000031,822,322,837,1123,854,851,302,809,1068,815,90
37179000032,37,179,000032,1056.84,391.2,576.82,1421.1,597.78,1074.8,388.21,545.88,1386.17,553.87,77.84
37179000033,37,179,000033,720.73,215.77,472.87,938.22,469.22,690.11,261.29,436.57,880.07,432.69,100.6
37179000034,37,179,000034,1048,411,520,1457,526,1153,337,482,1428,487,58
37179000035,37,179,000035,528.64,227.75,366.62,733.25,381.44,538.82,223.12,347.18,692.51,354.59,68.51
37179000036,37,179,000036,575.87,226.05,297.89,783.63,311.08,644.05,148.71,295.58,771.68,292.63,31.42
37179000039,37,179,000039,772,290,299,1049,315,805,248,294,1005,296,63
37179000040,37,179,000040,1171.16,375.03,829.38,1500.12,856.42,1114.88,443.36,785.21,1433.84,808.25,109.43
37179000041,37,179,000041,1298,355.18,816.41,1628.99,848.57,1186.51,458.87,783.13,1560.49,810.24,102.83
37179000042,37,179,000042,455.86,226.45,395.56,673.41,402.48,494.43,190.85,384.68,637.82,381.71,54.39
37179000043,37,179,000043,48.64,22.47,370.84,69.03,371.93,45.74,30.38,357.83,61.99,367.81,11.14
3717900017A,37,179,00017A,891,299,611,1159,635,860,318,585,1106,596,85
3717900017B,37,179,00017B,1353.92,419.05,956.82,1728.07,993.74,1278.09,485.89,922.9,1650.24,933.87,136.69
3717900020A,37,179,00020A,965.02,386.5,1102.93,1309.27,1136.35,925.56,429.89,1050.85,1235.48,1065.59,141.6
3717900020B,37,179,00020B,1300.58,461.57,865.17,1731.58,893.6,1222.15,543.02,823.52,1621.8,847.66,151.7
3717900028A,37,179,00028A,1391,432.82,1270.59,1786.01,1303.43,1294.49,570.13,1215.87,1688.51,1236.76,164.17
3717900028B,37,179,00028B,1124,319,950,1419,965,1001,463,906,1316,917,145
3717900028C,37,179,00028C,1042,325,810,1320,852,902,452,786,1233,812,115
3717900028D,37,179,00028D,1153.14,424.05,1140.53,1550.96,1171.71,1033,544.22,1102.25,1463.56,1100.36,155.74
3717900029A,37,179,00029A,870.98,374.4,1310.07,1227.97,1316.95,846.34,442.25,1236.21,1173.69,1243.39,121.04
3717900029B,37,179,00029B,457,183,414,637,410,438,200,392,598,386,62
3717900029C,37,179,00029C,686.85,244.88,531,919.38,530.29,686.17,255.55,501.23,879.59,507.11,66.06
3717900037A,37,179,00037A,1241.51,490.61,1336.52,1674.43,1369.6,1218.27,493.26,1301.1,1581.46,1277.66,184.98
3717900037B,37,179,00037B,561,154,295,706,305,516,184,293,670,292,45
3717900038A,37,179,00038A,772.46,321.69,850.18,1065.21,869.27,785.22,319.65,830,1016.1,819.24,97.21
3717900038B,37,179,00038B,646.41,222.76,529.06,866.18,527.07,626.52,244.64,502.21,812.48,496.24,83.54
371810000CC,37,181,0000CC,431,356,601,764,630,546,249,584,731,611,45
371810000NH,37,181,0000NH,428,270,1003,681,1007,445,265,988,656,992,54
371810000NV,37,181,0000NV,121.14,90.13,403.99,202.4,407.93,121.08,90.27,395.04,185.44,401.93,18
371810000WH,37,181,0000WH,566,359,1061,918,1073,625,308,1037,848,1045,78
37181000EH1,37,181,000EH1,40.22,20.31,813.35,43.72,823.22,31.35,27.2,807.38,31.79,816.29,22.78
37181000NH1,37,181,000NH1,59.07,20.27,677.85,83.26,675.89,53.13,35.14,671.86,66.33,667.93,21.89
37181000SH1,37,181,000SH1,95.7,54.88,596.78,153.52,592.8,84.85,64.77,592.75,136.58,588.84,22.91
37181000SH2,37,181,000SH2,67.88,46.41,242.03,110.09,241.15,77.59,42.62,232.98,98.86,241.02,14.42
3718100HTOP,37,181,00HTOP,55,44,248,93,250,65,35,244,95,248,3
3718100KITT,37,181,00KITT,563,398,838,942,854,641,339,811,910,829,63
3718100MIDD,37,181,00MIDD,359,241,863,590,869,403,211,844,559,870,34
3718100SCRK,37,181,00SCRK,462,321,1029,772,1035,522,270,1017,735,1032,50
37183001-01,37,183,001-01,187,81,1038,245,1050,162,106,1032,217,1016,67
37183001-02,37,183,001-02,267,77,978,304,1005,249,101,965,274,993,51
37183001-03,37,183,001-03,549,136,826,626,871,519,166,811,596,851,46
37183001-04,37,183,001-04,232.3,54.66,417.53,262.67,438.03,230.78,56.94,409.18,248.24,424.37,25.05
37183001-05,37,183,001-05,306.71,79.15,449.18,341.34,491.73,296.82,84.1,444.24,315.62,486.78,27.7
37183001-06,37,183,001-06,340,127,1487,444,1499,344,151,1450,384,1483,89
37183001-07,37,183,001-07,235,107,1311,301,1341,247,97,1292,259,1297,96
37183001-09,37,183,001-09,148.29,63.85,719.82,178.66,757.27,175.18,56.9,702.76,165.38,731.22,32.3
37183001-10,37,183,001-10,415.7,105.34,914.47,476.33,951.97,417.22,122.06,882.82,425.76,951.63,50.95
37183001-11,37,183,001-11,678.13,146.2,608.75,750.82,669.05,663.26,156.94,593.88,711.17,662.44,43.78
37183001-12,37,183,001-12,350,117,856,425,892,360,124,839,399,857,63
37183001-13,37,183,001-13,143.96,60.15,952.53,187.35,961.41,157.77,63.11,922.95,154.81,937.74,56.21
37183001-14,37,183,001-14,322,104,2173,387,2196,319,132,2141,313,2166,110
37183001-15,37,183,001-15,495,148,863,607,894,472,172,847,559,876,63
37183001-16,37,183,001-16,484.33,165.45,1371.82,588.68,1423.52,474.61,186.11,1349.49,568.42,1363.08,82.76
37183001-17,37,183,001-17,294,84,442,364,450,295,92,422,335,444,34
37183001-18,37,183,001-18,543,130,1151,624,1190,536,154,1130,591,1152,79
37183001-19,37,183,001-19,27,17,948,37,956,23,20,949,24,944,24
37183001-20,37,183,001-20,158,61,1480,194,1498,135,96,1456,146,1463,81
37183001-21,37,183,001-21,410.64,165.46,1718.81,532.24,1753.69,409.64,191.37,1687.91,473.44,1690.89,135.54
37183001-22,37,183,001-22,62,36,2263,84,2272,61,76,2227,68,2233,60
37183001-23,37,183,001-23,519.2,284.83,2737.47,690.55,2836.87,504.17,341.02,2684.24,596.11,2651.32,291.99
37183001-25,37,183,001-25,13,11,298,15,303,16,9,294,12,292,16
37183001-26,37,183,001-26,51,35,1141,68,1157,51,45,1129,60,1125,41
37183001-27,37,183,001-27,143.8,54.17,1141.53,166.45,1168.13,141.83,66.98,1126.76,137.89,1131.68,65.01
37183001-28,37,183,001-28,238.23,112.52,2327.96,311.97,2346.86,253.25,119.48,2291.96,266.05,2307,104.56
37183001-29,37,183,001-29,716,148,949,788,1011,681,188,927,775,981,50
37183001-30,37,183,001-30,358,83,560,423,581,342,112,541,392,571,36
37183001-31,37,183,001-31,226,86,1536,285,1561,209,125,1520,241,1481,137
37183001-32,37,183,001-32,272.09,132.14,1151.83,375.32,1172.42,288.13,126.63,1125.3,337.95,1115.16,98.94
37183001-33,37,183,001-33,314.67,93.55,735.18,372.32,764.48,302.39,104.89,729.51,350.58,756.92,30.24
37183001-34,37,183,001-34,32,12,747,35,753,23,25,734,28,725,29
37183001-35,37,183,001-35,21,18,1185,33,1188,28,29,1168,34,1175,19
37183001-36,37,183,001-36,715,191,882,844,933,725,181,871,796,915,68
37183001-37,37,183,001-37,423,161,781,542,810,447,148,762,495,786,76
37183001-38,37,183,001-38,298.81,116.33,1031.51,399.68,1038.73,292.98,137.41,1010.09,372.14,1002.26,70.23
37183001-39,37,183,001-39,363,152,1154,482,1182,371,147,1146,429,1148,94
37183001-40,37,183,001-40,75.89,41.94,2135.04,109.85,2143.03,71.9,63.91,2118.06,92.87,2117.06,45.94
37183001-41,37,183,001-41,227,87,1053,283,1072,209,113,1024,260,1019,69
37183001-42,37,183,001-42,911,164,962,1050,983,887,211,933,1010,961,61
37183001-43,37,183,001-43,315,109,1019,409,1029,304,142,982,373,985,81
37183001-44,37,183,001-44,576,195,1552,733,1577,548,259,1516,688,1538,88
37183001-45,37,183,001-45,382,112,709,473,727,342,149,705,424,717,64
37183001-46,37,183,001-46,131.41,76.08,1197.51,187.73,1213.31,148.21,63.23,1191.58,169.94,1172.81,63.23
37183001-47,37,183,001-47,650,148,813,747,857,622,179,792,695,815,82
37183001-48,37,183,001-48,282.33,95.9,1306.97,352.45,1326.4,269.01,118.78,1282.77,311.4,1293.86,71.43
37183001-49,37,183,001-49,261.38,115.81,1221.56,348.97,1242.95,236.25,154.57,1195.37,296.52,1186.66,111.7
37183001-50,37,183,001-50,65.2,48.95,1738.78,96.95,1753.9,71.14,50.13,1733.59,82.69,1724.51,44.65
37183001-51,37,183,001-51,276,78,483,349,489,261,101,471,325,484,28
37183002-01,37,183,002-01,979,228,1154,1140,1214,920,290,1146,1074,1173,126
37183002-02,37,183,002-02,1856,375,1853,2135,1930,1767,482,1808,2016,1870,187
37183002-03,37,183,002-03,1034.05,250.78,959.13,1249.73,984.21,1017.98,286.9,932.05,1189.56,953.13,95.25
37183002-04,37,183,002-04,823,194,733,986,762,779,249,716,921,730,95
37183002-05,37,183,002-05,342,71,363,387,384,320,93,366,376,369,34
37183002-06,37,183,002-06,988,182,799,1114,850,911,246,796,1083,833,50
37183003-00,37,183,003-00,1195,348.24,1544.8,1442.52,1626.65,1130.47,397.89,1528.79,1383.27,1519.77,165.1
37183004-01,37,183,004-01,392,161,966,527,989,382,182,943,494,962,57
37183004-02,37,183,004-02,477.11,160.27,1086,604.83,1115.42,438.62,225.03,1063.48,569.8,1076.31,83.19
37183004-03,37,183,004-03,334.72,114.88,834.35,424.24,850.98,335.3,128.89,819.58,386.06,815.61,82.22
